"売上№=masterid,dempyounum",行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik,売上日=uriagebi,
79188,2,消防設備工事                            ,式　,1,170000,170000,                    ,2014/7/9,
79237,1,プリシェール湯浅                        ,　　,      ,         ,          ,                    ,2014/7/7,
79237,2,消防設備保守点検（総合点検）            ,式　,1,30000,30000,                    ,2014/7/7,
79092,1,パーラーゴリラ　様                      ,　　,      ,         ,          ,                    ,2014/7/7,
79092,2,消防設備保守点検後改修工事              ,式　,1,41000,41000,                    ,2014/7/7,
79113,1,岬消防署                                ,　　,      ,         ,          ,                    ,2014/7/7,
79113,2,消防設備保守点検後改修工事              ,式　,1,14000,14000,                    ,2014/7/7,
79307,1,ＣＩＴＹ！ＷＡＫＡＹＡＭＡ              ,　　,      ,         ,          ,                    ,2014/7/7,
79307,2,消防設備保守点検（機器点検）            ,式　,1,367500,367500,                    ,2014/7/7,
79114,1,潮風荘　様                              ,　　,      ,         ,          ,                    ,2014/7/5,
79114,2,エアコン取替工事                        ,式　,1,170000,170000,                    ,2014/7/5,
79106,1,ワールドプラザ南海　電球交換            ,　　,      ,         ,          ,                    ,2014/7/4,
79106,2,7月4日,　　,      ,         ,          ,                    ,2014/7/4,
79106,3,外部　ハロゲン球                        ,個　,2,1600,3200,                    ,2014/7/4,
79106,4,取替費                                  ,式　,1,2000,2000,                    ,2014/7/4,
79136,1,シーサイド松宮                          ,　　,      ,         ,          ,                    ,2014/7/4,
79136,2,消防設備保守点検（総合・防火対象物点検) ,式　,1,28000,28000,                    ,2014/7/4,
79110,1,小倉地内自動販売機電源設備工事          ,式　,1,26000,26000,                    ,2014/7/4,
79151,1,7/3・4　123鶴橋店                       ,　　,      ,         ,          ,                    ,2014/7/3,
79151,2,店舗　消防設備保守点検（機器点検）      ,式　,1,180000,180000,                    ,2014/7/3,
79151,3,寮　　消防設備保守点検（機器点検）      ,式　,1,30000,30000,                    ,2014/7/3,
79158,1,7/2　りんくうプレミアムアウトレット     ,　　,      ,         ,          ,                    ,2014/7/2,
79158,2,2420区　消防設備工事                    ,式　,1,215000,215000,                    ,2014/7/2,
79138,1,㈱尾高工作所                            ,　　,      ,         ,          ,                    ,2014/7/2,
79138,2,消防設備保守点検後改修                  ,式　,1,150000,150000,                    ,2014/7/2,
79179,1,大庫洋紙　消防設備保守点検(総合点検)    ,式　,1,50000,50000,                    ,2014/7/2,
79179,2,消火器処分費                            ,式　,1,3000,3000,                    ,2014/7/2,
79145,1,照明器具増設工事                        ,式　,1,43200,43200,                    ,2014/7/2,
79150,1,7/1　123有田店                          ,　　,      ,         ,          ,                    ,2014/7/1,
79150,2,消防設備保守点検（機器点検）            ,式　,1,40000,40000,                    ,2014/7/1,
79118,1,株式会社平賀                            ,　　,      ,         ,          ,                    ,2014/6/30,
79118,2,消防設備保守点検（機器点検）            ,式　,1,80000,80000,                    ,2014/6/30,
79090,1,コスモ東池袋地下１階                    ,　　,      ,         ,          ,                    ,2014/6/30,
79090,2,自動火災報知設備工事                    ,式　,1,380000,380000,                    ,2014/6/30,
79091,1,山武霞町ビル１階                        ,　　,      ,         ,          ,                    ,2014/6/30,
79091,2,改修工事                                ,式　,1,60000,60000,                    ,2014/6/30,
79091,3,追加工事                                ,式　,1,97500,97500,                    ,2014/6/30,
79070,1,ホテルシルフ                            ,　　,      ,         ,          ,                    ,2014/6/30,
79070,2,給湯管修理                              ,式　,1,59000,59000,                    ,2014/6/30,
79047,1,123阿南店　消防設備工事                 ,式　,1,1150000,1150000,                    ,2014/6/30,
79059,1,(仮称)123田辺店新築工事                 ,　　,      ,         ,          ,                    ,2014/6/30,
79059,2,給排水設備工事　　　　　出来高15％      ,式　,1,2325000,2325000,                    ,2014/6/30,
79059,3,スプリンクラー設備工事　出来高10％      ,式　,1,1300000,1300000,                    ,2014/6/30,
79060,1,123ラパーク（消火・給水設備工事）       ,　　,      ,         ,          ,                    ,2014/6/30,
79060,2,契約金額\5000000の内　出来高62％        ,式　,1,3100000,3100000,                    ,2014/6/30,
79071,1,123難波店                               ,　　,      ,         ,          ,                    ,2014/6/30,
79071,2,小便器トラップ                          ,個　,5,3980,19900,                    ,2014/6/30,
79086,1,123布施店・羽曳野店・神戸店・東雲店     ,　　,      ,         ,          ,                    ,2014/6/30,
79086,2,橿原店・岩岡店・座間店・交野店          ,　　,      ,         ,          ,                    ,2014/6/30,
79086,3,はりまや橋店・千林店・塩屋店・川西店    ,　　,      ,         ,          ,                    ,2014/6/30,
79086,4,天理店・ラパーク店・梶取店・泉佐野店    ,　　,      ,         ,          ,                    ,2014/6/30,
79086,5,和歌山インター店・長居店・東大阪店      ,　　,      ,         ,          ,                    ,2014/6/30,
79086,6,八尾ライト店・津守店・阿南店            ,　　,      ,         ,          ,                    ,2014/6/30,
79086,7,　　上記22店舗トイレ炎センサー取付工事  ,式　,1,10250000,10250000,                    ,2014/6/30,
79245,1,ガーデンパーク                          ,　　,      ,         ,          ,                    ,2014/6/29,
79245,2,天カセ洗浄                              ,台　,2,28000,56000,                    ,2014/6/29,
79137,1,㈱尾高工作所                            ,　　,      ,         ,          ,                    ,2014/6/28,
79137,2,屋内消火栓設備工事                      ,式　,1,790000,790000,                    ,2014/6/28,
79132,1,消防設備保守点検（機器点検）            ,式　,1,20000,20000,                    ,2014/6/27,
79128,1,感知器移設工事                          ,式　,1,10000,10000,                    ,2014/6/27,
79129,1,消防設備保守点検（総合点検）            ,式　,1,40000,40000,                    ,2014/6/27,
79079,1,島田医院                                ,　　,      ,         ,          ,                    ,2014/6/27,
79079,2,感知器取付工事                          ,式　,1,30000,30000,                    ,2014/6/27,
79081,1,和歌山日産自動車㈱                      ,　　,      ,         ,          ,                    ,2014/6/26,
79081,2,消防設備保守点検（総合点検）            ,式　,1,110000,110000,                    ,2014/6/26,
79185,1,ウエルシア　野洲店                      ,　　,      ,         ,          ,                    ,2014/6/26,
79185,2,消防設備工事                            ,式　,1,1387000,1387000,                    ,2014/6/26,
79126,1,エアコン取付工事                        ,式　,1,1380000,1380000,                    ,2014/6/26,
79046,1,6/25　りんくうプレミアムアウトレット    ,　　,      ,         ,          ,                    ,2014/6/25,
79046,2,粉末ABC消火器10型（処分費込）           ,本　,29,6000,174000,                    ,2014/6/25,
79094,1,グレイス木ノ本　503号室                 ,　　,      ,         ,          ,                    ,2014/6/25,
79094,2,住警器(取付費込)                        ,個　,2,3700,7400,                    ,2014/6/25,
79095,1,シティガーデン舟大工　701号室           ,　　,      ,         ,          ,                    ,2014/6/25,
79095,2,避難はしご表示板                        ,枚　,1,600,600,                    ,2014/6/25,
79095,3,取付費                                  ,式　,1,300,300,                    ,2014/6/25,
79095,4,出張費                                  ,式　,1,1500,1500,                    ,2014/6/25,
79082,1,ファーストⅡ　様                        ,　　,      ,         ,          ,                    ,2014/6/25,
79082,2,消防設備保守点検                        ,式　,1,50000,50000,                    ,2014/6/25,
79020,1,クーラー取付工事                        ,式　,1,130000,130000,                    ,2014/6/25,
79088,1,白木屋　新神戸                          ,　　,      ,         ,          ,                    ,2014/6/24,
79088,2,感知器・スピーカー増設工事              ,式　,1,180000,180000,                    ,2014/6/24,
79089,1,魚民　名谷店                            ,　　,      ,         ,          ,                    ,2014/6/24,
79089,2,消防設備工事                            ,式　,1,400000,400000,                    ,2014/6/24,
79184,1,ウエルシア　貴生川店                    ,　　,      ,         ,          ,                    ,2014/6/24,
79184,2,消防設備工事                            ,式　,1,1189000,1189000,                    ,2014/6/24,
79096,1,グランハイム新堀東　205号室             ,　　,      ,         ,          ,                    ,2014/6/23,
79096,2,住警器(取付費込)                        ,個　,1,3700,3700,                    ,2014/6/23,
79096,3,避難はしご表示板                        ,枚　,1,600,600,                    ,2014/6/23,
79096,4,取付費                                  ,式　,1,300,300,                    ,2014/6/23,
79096,5,出張費                                  ,式　,1,1500,1500,                    ,2014/6/23,
79097,1,リバーコート和歌山　101号室             ,　　,      ,         ,          ,                    ,2014/6/23,
79097,2,住警器(取付費込)                        ,個　,1,3700,3700,                    ,2014/6/23,
79105,1,エクロールプラザ　電球交換              ,　　,      ,         ,          ,                    ,2014/6/23,
79105,2,6月23日,　　,      ,         ,          ,                    ,2014/6/23,
79105,3,３階　廊下　ニッポースリム球            ,本　,1,1600,1600,                    ,2014/6/23,
79105,4,４階　廊下　ニッポースリム球            ,本　,1,1600,1600,                    ,2014/6/23,
79105,5,５階　廊下　ニッポースリム球            ,本　,1,1600,1600,                    ,2014/6/23,
79105,6,取替費                                  ,式　,1,3000,3000,                    ,2014/6/23,
79109,1,メトロヒルズ                            ,　　,      ,         ,          ,                    ,2014/6/23,
79109,2,消防設備改修工事                        ,式　,1,96000,96000,                    ,2014/6/23,
79072,1,モデルハウス分                          ,　　,      ,         ,          ,                    ,2014/6/23,
79072,2,粉末ＡＢＣ消火器10型                    ,本　,2,4000,8000,                    ,2014/6/23,
79072,3,消火器処分費                            ,本　,2,1000,2000,                    ,2014/6/23,
79180,1,123三木店・駐車場                       ,　　,      ,         ,          ,                    ,2014/6/23,
79180,2,消防設備保守点検（機器点検）            ,式　,1,55000,55000,                    ,2014/6/23,
79181,1,123新三田店                             ,　　,      ,         ,          ,                    ,2014/6/23,
79181,2,消防設備保守点検（機器点検）            ,式　,1,55000,55000,                    ,2014/6/23,
79121,1,株式会社アストライン　有本営業所        ,　　,      ,         ,          ,                    ,2014/6/21,
79121,2,消防設備保守点検（総合点検）            ,式　,1,60000,60000,                    ,2014/6/21,
79036,1,6/21　イオンモールりんくう泉南          ,　　,      ,         ,          ,                    ,2014/6/21,
79036,2,消防設備不良改修（防火シャッター）      ,式　,1,210600,210600,                    ,2014/6/21,
79038,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,                    ,2014/6/21,
79038,2,立駐3階Fゾーン感知器誤報調査対応費      ,式　,1,18000,18000,                    ,2014/6/21,
79043,1,6/18～21　イオンモールりんくう泉南      ,　　,      ,         ,          ,                    ,2014/6/21,
79043,2,立体駐車場C棟3・4階感知器更新           ,式　,1,2325600,2325600,                    ,2014/6/21,
79098,1,グリーンフル中島　202号室               ,　　,      ,         ,          ,                    ,2014/6/21,
79098,2,住警器(取付費込)                        ,個　,1,3700,3700,                    ,2014/6/21,
79099,1,トゥインクルテラス　203号室             ,　　,      ,         ,          ,                    ,2014/6/21,
79099,2,住警器(取付費込)                        ,個　,1,3700,3700,                    ,2014/6/21,
79100,1,コープ紀三井寺　1-B                     ,　　,      ,         ,          ,                    ,2014/6/21,
79100,2,住警器(取付費込)                        ,個　,2,3700,7400,                    ,2014/6/21,
79101,1,グリーンヒル舩木　206号室               ,　　,      ,         ,          ,                    ,2014/6/21,
79101,2,住警器(取付費込)                        ,個　,2,3700,7400,                    ,2014/6/21,
79111,1,ヒダカヤ黒田店                          ,　　,      ,         ,          ,                    ,2014/6/21,
79111,2,消防設備工事                            ,式　,1,56000,56000,                    ,2014/6/21,
79061,1,永山病院                                ,　　,      ,         ,          ,                    ,2014/6/21,
79061,2,感知器1個取替（誤報処理含む）           ,式　,1,15000,15000,                    ,2014/6/21,
78993,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2014/6/20,
78993,2,イル・ニード（総合点検）                ,式　,1,33600,33600,                    ,2014/6/20,
78993,3,メゾンベルエール鷹匠（総合点検）        ,式　,1,5600,5600,                    ,2014/6/20,
79003,1,FK376　交換電池                         ,個　,1,5810,5810,                    ,2014/6/20,
79141,1,居宅エアコン取付工事（電源工事含む）    ,式　,1,25000,25000,                    ,2014/6/20,
79077,1,京都ゲストハウス                        ,　　,      ,         ,          ,                    ,2014/6/20,
79077,2,消防設備工事                            ,式　,1,721000,721000,                    ,2014/6/20,
78999,1,大阪府曽根崎警察署耐震改修工事          ,　　,      ,         ,          ,                    ,2014/6/20,
78999,2,契約金額\2400000の内出来高30％          ,式　,1,720000,720000,                    ,2014/6/20,
79062,1,KISUN冷媒管ステン巻き                   ,　　,      ,         ,          ,                    ,2014/6/20,
79062,2,100φ×10ｍ・エルボ×8個                ,式　,1,51000,51000,                    ,2014/6/20,
78988,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2014/6/20,
78988,2,シャーメゾンオーキッド                  ,式　,1,756,756,                    ,2014/6/20,
78988,3,メゾンクレール                          ,式　,1,486,486,                    ,2014/6/20,
78988,4,フォーレスロ―カット                    ,式　,1,1296,1296,                    ,2014/6/20,
78988,5,シャーメゾン府中                        ,式　,1,486,486,                    ,2014/6/20,
78988,6,ヴィオス神前                            ,式　,1,486,486,                    ,2014/6/20,
78988,7,ヴィオトープ                            ,式　,1,756,756,                    ,2014/6/20,
78988,8,ジュリアード松江                        ,式　,1,756,756,                    ,2014/6/20,
78988,9,シャーメゾンうの                        ,式　,1,486,486,                    ,2014/6/20,
78988,10,シャーメゾン広川                        ,式　,1,486,486,                    ,2014/6/20,
78988,11,メゾン・ルテシィアⅡ                    ,式　,1,486,486,                    ,2014/6/20,
78988,12,シャーメゾン岩出                        ,式　,1,691,691,                    ,2014/6/20,
78988,13,シャーメゾン黒江                        ,式　,1,486,486,                    ,2014/6/20,
78988,14,シャーメゾン野田                        ,式　,1,724,724,                    ,2014/6/20,
78988,15,フロントパディーⅡ                      ,式　,1,724,724,                    ,2014/6/20,
78988,16,キャラ21                                ,式　,1,810,810,                    ,2014/6/20,
78988,17,シャーメゾン名高                        ,式　,1,2030,2030,                    ,2014/6/20,
78988,18,シャーメゾン尾崎                        ,式　,1,1458,1458,                    ,2014/6/20,
78988,19,シャーメゾン有田                        ,式　,1,810,810,                    ,2014/6/20,
78988,20,シャーメゾン中島                        ,式　,1,756,756,                    ,2014/6/20,
78988,21,グリーンルーフ                          ,式　,1,648,648,                    ,2014/6/20,
78988,22,グリーンルーフ                          ,式　,1,648,648,                    ,2014/6/20,
78988,23,タウニィ寿里                            ,式　,1,1296,1296,                    ,2014/6/20,
78988,24,フォーブル木ノ本                        ,式　,1,1145,1145,                    ,2014/6/20,
78988,25,ラベニュー城山                          ,式　,1,756,756,                    ,2014/6/20,
78988,26,フレグランス吹上                        ,式　,1,486,486,                    ,2014/6/20,
78988,27,メゾン南方                              ,式　,1,1026,1026,                    ,2014/6/20,
78988,28,ラベニュー岩橋                          ,式　,1,1145,1145,                    ,2014/6/20,
78988,29,タウニー山村                            ,式　,1,756,756,                    ,2014/6/20,
78988,30,ラベニュー谷口                          ,式　,1,1296,1296,                    ,2014/6/20,
78988,31,タウニィ酒井                            ,式　,1,680,680,                    ,2014/6/20,
78988,32,フレグランス畑屋敷                      ,式　,1,486,486,                    ,2014/6/20,
78988,33,フォーブル苗代                          ,式　,1,680,680,                    ,2014/6/20,
78988,34,フォーブル若葉                          ,式　,1,756,756,                    ,2014/6/20,
78988,35,フォーブル松見                          ,式　,1,1296,1296,                    ,2014/6/20,
78988,36,ラベニューコスモ                        ,式　,1,756,756,                    ,2014/6/20,
78988,37,タウニィ紀ノ川                          ,式　,1,680,680,                    ,2014/6/20,
78988,38,タウニィ料理松                          ,式　,1,1102,1102,                    ,2014/6/20,
78988,39,アメニティ太田                          ,式　,1,756,756,                    ,2014/6/20,
78988,40,タウニィ清水                            ,式　,1,756,756,                    ,2014/6/20,
78988,41,タウニィ浜代                            ,式　,1,950,950,                    ,2014/6/20,
78988,42,タウニィ浜代2                           ,式　,1,680,680,                    ,2014/6/20,
78988,43,フォーブルさち                          ,式　,1,1372,1372,                    ,2014/6/20,
78988,44,タウニィ美園                            ,式　,1,680,680,                    ,2014/6/20,
78988,45,フレグランス松江                        ,式　,1,486,486,                    ,2014/6/20,
78988,46,セキワガーデンハウス春日                ,式　,1,950,950,                    ,2014/6/20,
78988,47,ラベニュー根来                          ,式　,1,680,680,                    ,2014/6/20,
78988,48,シローズフレグランス                    ,式　,1,756,756,                    ,2014/6/20,
78988,49,ドミールクルス                          ,式　,1,1296,1296,                    ,2014/6/20,
78988,50,グリーンビレッジ21                      ,式　,1,2106,2106,                    ,2014/6/20,
78988,51,サニーハイツひまわり                    ,式　,1,1296,1296,                    ,2014/6/20,
78988,52,パールハイツ有田                        ,式　,1,950,950,                    ,2014/6/20,
78988,53,フレグランス小林                        ,式　,1,486,486,                    ,2014/6/20,
78988,54,フレグランス延時                        ,式　,1,486,486,                    ,2014/6/20,
78988,55,フレグランス畑毛                        ,式　,1,1296,1296,                    ,2014/6/20,
78988,56,フレグランス藤井                        ,式　,1,756,756,                    ,2014/6/20,
78988,57,フレグランス山崎                        ,式　,1,1145,1145,                    ,2014/6/20,
78988,58,フレグランス森澤                        ,式　,1,1296,1296,                    ,2014/6/20,
78988,59,フレグランス中松江                      ,式　,1,680,680,                    ,2014/6/20,
78988,60,ガーデンハイツ箕島                      ,式　,1,680,680,                    ,2014/6/20,
78988,61,アドザックス吉田                        ,式　,1,486,486,                    ,2014/6/20,
78988,62,石津ハイツ                              ,式　,1,1026,1026,                    ,2014/6/20,
78988,63,フォーブル石野                          ,式　,1,756,756,                    ,2014/6/20,
78988,64,フレグランス翠                          ,式　,1,2311,2311,                    ,2014/6/20,
78988,65,アドザックス吉田Ｂ棟                    ,式　,1,486,486,                    ,2014/6/20,
78988,66,マリポーサ前田                          ,式　,1,486,486,                    ,2014/6/20,
78988,67,フレグランス巴                          ,式　,1,1458,1458,                    ,2014/6/20,
78988,68,フレグランス堀止                        ,式　,1,486,486,                    ,2014/6/20,
78988,69,フレグランス六十谷                      ,式　,1,756,756,                    ,2014/6/20,
78988,70,フレグランス木ノ本                      ,式　,1,486,486,                    ,2014/6/20,
78988,71,フレグランス今吉                        ,式　,1,1145,1145,                    ,2014/6/20,
78988,72,フレグランス矢野                        ,式　,1,1026,1026,                    ,2014/6/20,
78988,73,フレグランス平田                        ,式　,1,486,486,                    ,2014/6/20,
78988,74,フレグランス築港                        ,式　,1,486,486,                    ,2014/6/20,
78988,75,フレグランス松ヶ岳                      ,式　,1,486,486,                    ,2014/6/20,
78988,76,フレグランス秋桜                        ,式　,1,486,486,                    ,2014/6/20,
78988,77,フレグランス蘭                          ,式　,1,950,950,                    ,2014/6/20,
78988,78,フレグランス船所                        ,式　,1,1145,1145,                    ,2014/6/20,
78988,79,フレグランス雑賀                        ,式　,1,950,950,                    ,2014/6/20,
78988,80,フレグランスロゼ                        ,式　,1,2095,2095,                    ,2014/6/20,
78988,81,グラン・ファーム                        ,式　,1,1145,1145,                    ,2014/6/20,
78988,82,フレグランス栄                          ,式　,1,1026,1026,                    ,2014/6/20,
78988,83,City　Kinomoto                          ,式　,1,950,950,                    ,2014/6/20,
78988,84,フレグランスせせらぎ                    ,式　,1,486,486,                    ,2014/6/20,
78988,85,フレグランスＡＫＩＨＯ                  ,式　,1,950,950,                    ,2014/6/20,
78988,86,フレグランスさつき                      ,式　,1,756,756,                    ,2014/6/20,
78988,87,ガーデンハイツ小二里                    ,式　,1,1296,1296,                    ,2014/6/20,
78988,88,フレグランス桜が丘                      ,式　,1,486,486,                    ,2014/6/20,
78988,89,ガーデンハイツ小二里2                   ,式　,1,486,486,                    ,2014/6/20,
78988,90,ディアスワーブラー                      ,式　,1,756,756,                    ,2014/6/20,
78988,91,フレグランス藤井Ⅱ                      ,式　,1,680,680,                    ,2014/6/20,
78988,92,フレグランスフクイ                      ,式　,1,950,950,                    ,2014/6/20,
78988,93,ディアス栄谷                            ,式　,1,486,486,                    ,2014/6/20,
78988,94,フレグランス船所Ⅱ                      ,式　,1,1296,1296,                    ,2014/6/20,
78988,95,ディアスかもと                          ,式　,1,950,950,                    ,2014/6/20,
78988,96,ベルメゾン                              ,式　,1,1296,1296,                    ,2014/6/20,
78988,97,フレグランス竹中                        ,式　,1,486,486,                    ,2014/6/20,
78988,98,ディアス妙寺                            ,式　,1,680,680,                    ,2014/6/20,
78988,99,ディアス松ヶ丘                          ,式　,1,486,486,                    ,2014/6/20,
78988,100,ディアス北村                            ,式　,1,1102,1102,                    ,2014/6/20,
78988,101,ディアスミレット                        ,式　,1,1296,1296,                    ,2014/6/20,
78988,102,ディアスＭ                              ,式　,1,1922,1922,                    ,2014/6/20,
78988,103,フォーブル松南                          ,式　,1,486,486,                    ,2014/6/20,
78988,104,ウエストヒルズ                          ,式　,1,1296,1296,                    ,2014/6/20,
78988,105,フレグランス布施屋                      ,式　,1,756,756,                    ,2014/6/20,
78988,106,ディアス小雑賀                          ,式　,1,832,832,                    ,2014/6/20,
78988,107,ラ・サルデーヌ                          ,式　,1,3175,3175,                    ,2014/6/20,
78988,108,ディアス黒江                            ,式　,1,1296,1296,                    ,2014/6/20,
78988,109,ディアス藤本                            ,式　,1,486,486,                    ,2014/6/20,
78988,110,ディアス藤本Ⅱ                          ,式　,1,486,486,                    ,2014/6/20,
78988,111,ディアスウチタ                          ,式　,1,486,486,                    ,2014/6/20,
78988,112,フレグランスうの                        ,式　,1,1291,1291,                    ,2014/6/20,
78988,113,マイルドディアスきし                    ,式　,1,756,756,                    ,2014/6/20,
78988,114,フレグランスⅠ                          ,式　,1,756,756,                    ,2014/6/20,
78988,115,ディアス寿里                            ,式　,1,1372,1372,                    ,2014/6/20,
78988,116,フレグランス宮原                        ,式　,1,950,950,                    ,2014/6/20,
78988,117,ディアスミニ                            ,式　,1,486,486,                    ,2014/6/20,
78988,118,ディアス一本松                          ,式　,1,2333,2333,                    ,2014/6/20,
78988,119,ディアス名高                            ,式　,1,486,486,                    ,2014/6/20,
78988,120,ディアス城山                            ,式　,1,756,756,                    ,2014/6/20,
78988,121,フレグランス池尻                        ,式　,1,486,486,                    ,2014/6/20,
78988,122,フレグランス大宮                        ,式　,1,680,680,                    ,2014/6/20,
78988,123,楠見中ディアス                          ,式　,1,950,950,                    ,2014/6/20,
78988,124,セフィラ　ブラッツ                      ,式　,1,756,756,                    ,2014/6/20,
78988,125,ハイツ楠                                ,式　,1,486,486,                    ,2014/6/20,
78988,126,サニーコート                            ,式　,1,1404,1404,                    ,2014/6/20,
78988,127,フォーレスうえだ                        ,式　,1,1663,1663,                    ,2014/6/20,
78988,128,ハイツ萩                                ,式　,1,680,680,                    ,2014/6/20,
78988,129,フォーレス有本                          ,式　,1,1026,1026,                    ,2014/6/20,
78988,130,楠見中ディアスⅡ                        ,式　,1,486,486,                    ,2014/6/20,
78988,131,ハイツ森                                ,式　,1,1026,1026,                    ,2014/6/20,
78988,132,フォーレス花野                          ,式　,1,1145,1145,                    ,2014/6/20,
78988,133,フレグランス布引                        ,式　,1,486,486,                    ,2014/6/20,
78988,134,ディアス片男波                          ,式　,1,756,756,                    ,2014/6/20,
78988,135,グランシード関戸                        ,式　,1,486,486,                    ,2014/6/20,
78988,136,フレグランス小雑賀                      ,式　,1,756,756,                    ,2014/6/20,
78988,137,グリーンルーフ塩屋                      ,式　,1,486,486,                    ,2014/6/20,
78988,138,フレグランス南紀の台                    ,式　,1,972,972,                    ,2014/6/20,
78988,139,グリーンルーフＣｏｃｃｏ                ,式　,1,486,486,                    ,2014/6/20,
78988,140,ハイツ楠Ⅱ                              ,式　,1,486,486,                    ,2014/6/20,
78988,141,グリーンルーフ妙寺                      ,式　,1,972,972,                    ,2014/6/20,
78988,142,シャーメゾン山中                        ,式　,1,486,486,                    ,2014/6/20,
78988,143,シャーメゾン高松                        ,式　,1,756,756,                    ,2014/6/20,
78988,144,メゾン雑賀                              ,式　,1,486,486,                    ,2014/6/20,
78988,145,グリーンルーフのうがわ                  ,式　,1,950,950,                    ,2014/6/20,
78988,146,ドエルＫ                                ,式　,1,486,486,                    ,2014/6/20,
78988,147,シャーメゾン山崎                        ,式　,1,1296,1296,                    ,2014/6/20,
78988,148,シャーメゾン新堂                        ,式　,1,1836,1836,                    ,2014/6/20,
78988,149,シャーメゾン小雑賀                      ,式　,1,1026,1026,                    ,2014/6/20,
78988,150,エクセレンス六十谷                      ,式　,1,756,756,                    ,2014/6/20,
78988,151,シャーメゾンＨＡＭＡＩＣＨＩ            ,式　,1,972,972,                    ,2014/6/20,
78988,152,シャーメゾン打田                        ,式　,1,1026,1026,                    ,2014/6/20,
78988,153,シャーメゾン堀口                        ,式　,1,1296,1296,                    ,2014/6/20,
78988,154,シャーメゾン新堂Ⅱ                      ,式　,1,1026,1026,                    ,2014/6/20,
78988,155,シャーメゾンキタグチ                    ,式　,1,486,486,                    ,2014/6/20,
78988,156,セファミ荊本                            ,式　,1,1026,1026,                    ,2014/6/20,
78988,157,フォーレスＩ＆Ｎ                        ,式　,1,486,486,                    ,2014/6/20,
78988,158,シャーメゾンＭ                          ,式　,1,486,486,                    ,2014/6/20,
78988,159,ヴィンヤードハウスⅢ                    ,式　,1,486,486,                    ,2014/6/20,
78988,160,エクセレンス六十谷Ⅱ                    ,式　,1,756,756,                    ,2014/6/20,
78988,161,ガーデンハイツ湯浅                      ,式　,1,756,756,                    ,2014/6/20,
78988,162,ルミエール湊                            ,式　,1,756,756,                    ,2014/6/20,
78988,163,シャーメゾン紀峰                        ,式　,1,756,756,                    ,2014/6/20,
78988,164,グランメール福島                        ,式　,1,756,756,                    ,2014/6/20,
78988,165,パールハイツ箕島                        ,式　,1,680,680,                    ,2014/6/20,
78988,166,ワイズヴィラ                            ,式　,1,540,540,                    ,2014/6/20,
78988,167,フォーレス・ノベル                      ,式　,1,756,756,                    ,2014/6/20,
78988,168,藤栄ハイツ                              ,式　,1,680,680,                    ,2014/6/20,
78988,169,ラ・サルデーヌⅡ                        ,式　,1,486,486,                    ,2014/6/20,
78988,170,メゾン・ルテシィア                      ,式　,1,486,486,                    ,2014/6/20,
78988,171,シャーメゾン下津                        ,式　,1,680,680,                    ,2014/6/20,
78988,172,リヴェール　ヒデ                        ,式　,1,756,756,                    ,2014/6/20,
78988,173,シャーメゾンくすの木                    ,式　,1,1944,1944,                    ,2014/6/20,
78988,174,シャーメゾン笠松                        ,式　,1,756,756,                    ,2014/6/20,
78988,175,パークハイツ                            ,式　,1,486,486,                    ,2014/6/20,
78988,176,サニーハイツ向島                        ,式　,1,486,486,                    ,2014/6/20,
78988,177,リバーサイド湯浅                        ,式　,1,756,756,                    ,2014/6/20,
78988,178,ラガール湯浅                            ,式　,1,486,486,                    ,2014/6/20,
78988,179,五月ハイツ                              ,式　,1,1361,1361,                    ,2014/6/20,
78988,180,アン・セリジェ                          ,式　,1,756,756,                    ,2014/6/20,
78988,181,ブランシェ前田                          ,式　,1,756,756,                    ,2014/6/20,
78988,182,シャーメゾン青木                        ,式　,1,756,756,                    ,2014/6/20,
78988,183,フォーナス                              ,式　,1,950,950,                    ,2014/6/20,
78988,184,パレスデュオ・照（テラス）              ,式　,1,756,756,                    ,2014/6/20,
78988,185,シャーメゾンハーヴェスト                ,式　,1,756,756,                    ,2014/6/20,
78988,186,クレール松ヶ丘                          ,式　,1,486,486,                    ,2014/6/20,
78988,187,クレール                                ,式　,1,756,756,                    ,2014/6/20,
78988,188,アン・セリジェ　Ⅱ                      ,式　,1,486,486,                    ,2014/6/20,
78988,189,フレグランス二里ヶ浜                    ,式　,1,756,756,                    ,2014/6/20,
78988,190,アベニール                              ,式　,1,756,756,                    ,2014/6/20,
78988,191,ディアス赤坂                            ,式　,1,756,756,                    ,2014/6/20,
78988,192,カサ・フィオーレＦＧ                    ,式　,1,756,756,                    ,2014/6/20,
78988,193,ブランシェ旭　Ａ棟                      ,式　,1,486,486,                    ,2014/6/20,
78988,194,ブランシェ旭　Ｂ棟                      ,式　,1,486,486,                    ,2014/6/20,
78988,195,シャーメゾン安上                        ,式　,1,950,950,                    ,2014/6/20,
78988,196,フローラ                                ,式　,1,756,756,                    ,2014/6/20,
78988,197,ワイズコート                            ,式　,1,486,486,                    ,2014/6/20,
78988,198,シャーメゾン西高松                      ,式　,1,486,486,                    ,2014/6/20,
78988,199,シャーメゾン木ノ本                      ,式　,1,680,680,                    ,2014/6/20,
