"売上№=masterid,dempyounum",売上日=uriagebi,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik
88173,2020/12/29,2,消火水槽水位異常緊急対応費,式　,1,15000,15000,12月29日
88006,2020/12/28,1,消防設備保守点検,　　,      ,         ,          ,
88006,2020/12/28,2,りんくうﾌﾟﾚﾐｱﾑｱｳﾄﾚｯﾄ(防火対象物点検),式　,1,140000,140000,11/6～11/14
88006,2020/12/28,3,りんくうプレミアムアウトレット(機器点検),式　,1,1075000,1075000,〃
88006,2020/12/28,4,イオン日根野・ジョーシン日根野(機器点検),式　,1,700000,700000,11/16～11/20
88006,2020/12/28,5,マルハン和歌山インター店（総合点検）,式　,1,31500,31500,12月2日
88006,2020/12/28,6,マルハン和歌山湊店（機器点検）,式　,1,25200,25200,12月21日
88108,2020/12/28,1,宮脇マンション,　　,      ,         ,          ,
88108,2020/12/28,2,消火器10型,本　,1,5700,5700,R2.12.28
88108,2020/12/28,3,消火器処分費,本　,1,1000,1000,〃
88040,2020/12/28,1,自動火災報知設備受信機取替工事,式　,1,165000,165000,
88113,2020/12/28,1,パルビル　イルミネーション取付,　　,      ,         ,          ,
88113,2020/12/28,2,44193,　　,      ,         ,          ,
88113,2020/12/28,3,ＬＥＤイルミネーション青20ｍ・白20ｍ,式本,1,8000,8000,
88113,2020/12/28,4,ＵＳＢ電源変換器,台　,1,2500,2500,
88113,2020/12/28,5,取付費,式　,1,5000,5000,
88099,2020/12/28,1,お好み焼きはなまる,　　,      ,         ,          ,
88099,2020/12/28,2,定温式スポット型感知器特種移設工事,式　,1,10000,10000,R2.12.28
87950,2020/12/28,1,消防設備保守点検,　　,      ,         ,          ,
87950,2020/12/28,2,あすなろ共同作業所（総合点検）,式　,1,20000,20000,12月3日
87950,2020/12/28,3,あすの実（総合点検）,式　,1,10000,10000,〃
87950,2020/12/28,4,オカダ自動車（機器点検）,式　,1,6300,6300,12月4日
87950,2020/12/28,5,グループホーム第1日向（機器点検）,式　,1,15000,15000,〃
87950,2020/12/28,6,グループホーム第2日向（機器点検）,式　,1,20000,20000,〃
87950,2020/12/28,7,グループホーム第3日向（機器点検）,式　,1,20000,20000,〃
87950,2020/12/28,8,グループホーム第4日向（機器点検）,式　,1,15000,15000,〃
87950,2020/12/28,9,和歌山三菱自動車㈱国体道路店(機器点検),式　,1,20000,20000,12月7日
87950,2020/12/28,10,ＨｏｎｄａＣａｒｓ関西和歌山（機器点検）,式　,1,28000,28000,12月10日
87950,2020/12/28,11,和歌山日産自動車㈱和歌山（機器点検）,式　,1,80000,80000,12月18日
88121,2020/12/28,1,タイシン物流,　　,      ,         ,          ,
88121,2020/12/28,2,通路照明他電気設備工事,式　,1,1733000,1733000,11/30～12/28
88121,2020/12/28,3,動力電気設備工事,式　,1,213000,213000,〃
88001,2020/12/28,1,消防設備保守点検,　　,      ,         ,          ,
88001,2020/12/28,2,ラッキー1BAN宝塚店（総合点検）,式　,1,50000,50000,10月15日
88001,2020/12/28,3,ラッキー1BAN明石店（総合点検）,式　,1,120000,120000,10月21日
88001,2020/12/28,4,〃　（防火対象物点検）,式　,1,35000,35000,〃
88001,2020/12/28,5,〃　（防火設備定期検査）,式　,1,138000,138000,〃
88001,2020/12/28,6,123塩屋店（防火設備定期検査）,式　,1,125000,125000,〃
88001,2020/12/28,7,123博多店（機器点検）,式　,1,150000,150000,10/21・11/2
88001,2020/12/28,8,123+Ｎはりまや橋店（機器点検）,式　,1,225000,225000,10月22日
88001,2020/12/28,9,123宝塚店（総合点検）,式　,1,90000,90000,10月27日
88001,2020/12/28,10,〃　（防火対象物点検）,式　,1,35000,35000,〃
88001,2020/12/28,11,123+Ｎ岡山本店（防火設備点検）,式　,1,756000,756000,10月30日
88001,2020/12/28,12,123浜野店（防火設備定期検査）,式　,1,477000,477000,〃
88001,2020/12/28,13,ラッキー1BAN本店（総合点検）,式　,1,75000,75000,11月12日
88001,2020/12/28,14,〃　（防火対象物点検）,式　,1,30000,30000,〃
88001,2020/12/28,15,123横浜西口店（総合点検）,式　,1,70000,70000,11月13日
88001,2020/12/28,16,〃　（防火対象物点検）,式　,1,30000,30000,〃
88001,2020/12/28,17,すみれ保育園（機器点検）,式　,1,40000,40000,12月5日
88001,2020/12/28,18,123泉北店（総合点検）,式　,1,65000,65000,12月10日
88001,2020/12/28,19,〃　（防火対象物点検）,式　,1,30000,30000,〃
88001,2020/12/28,20,延羽の湯　鶴橋店（機器点検）,式　,1,90000,90000,〃
88001,2020/12/28,21,123+Ｎ大阪本店（総合点検）,式　,1,250000,250000,12/14・15
88001,2020/12/28,22,〃　（防火対象物定期点検）,式　,1,40000,40000,〃
88001,2020/12/28,23,〃　（防火管理点検）,式　,1,40000,40000,〃
88001,2020/12/28,24,123摂津店（総合点検）,式　,1,100000,100000,12月17日
88001,2020/12/28,25,〃　（防火対象物点検）,式　,1,40000,40000,〃
88194,2020/12/28,1,123水島店,　　,      ,         ,          ,
88194,2020/12/28,2,消火設備盛替工事,　　,      ,         ,          ,
88194,2020/12/28,3,決定金額\3000000の内￥1500000,式　,1,1363636,1363636,
87999,2020/12/28,1,コメリパワー新宮店新築工事,　　,      ,         ,          ,
87999,2020/12/28,2,契約金額\45000000の内出来高請求3回目,式　,1,10000000,10000000,
88107,2020/12/25,1,プチマンションまつえ,　　,      ,         ,          ,
88107,2020/12/25,2,消火器10型,本　,2,5700,11400,R2.12.25
88107,2020/12/25,3,消火器処分費,本　,2,1000,2000,〃
88107,2020/12/25,4,格納箱20型BOX,台　,1,5760,5760,〃
88107,2020/12/25,5,取付費,式　,1,1000,1000,〃
88087,2020/12/25,1,消防設備保守点検,　　,      ,         ,          ,
88087,2020/12/25,2,株式会社平賀和歌山工場・倉庫(総合点検),式　,1,100000,100000,R2.12.25
88036,2020/12/25,1,(仮称)大正区泉尾３丁目計画,　　,      ,         ,          ,
88036,2020/12/25,2,書類作成及び立会試験,式　,1,50000,50000,
88036,2020/12/25,3,(消火器･誘導灯使用開始届),　　,      ,         ,          ,
88036,2020/12/25,4,粉末ABC消火器10型,本　,2,4000,8000,
88036,2020/12/25,5,消火器設置台,台　,2,1000,2000,
88111,2020/12/25,1,ＧＡＳＳＥＡ棟･Ｂ棟･Ｃ棟新築工事,　　,      ,         ,          ,
88111,2020/12/25,2,届出作成及び検査立会費,式　,1,100000,100000,R2.12.25
88023,2020/12/25,1,㈲ウォーレン様,　　,      ,         ,          ,
88023,2020/12/25,2,空気調和工事,式　,1,900000,900000,
88009,2020/12/25,1,㈱ラントランス内原倉庫,　　,      ,         ,          ,
88009,2020/12/25,2,実差動試験,式　,1,10000,10000,12月25日
87946,2020/12/25,1,現場応援費,式　,1,600000,600000,
87946,2020/12/25,2,図面作成費,式　,1,600000,600000,
88010,2020/12/24,1,りんくうプレミアムアウトレット,　　,      ,         ,          ,
88010,2020/12/24,2,消火器処分費,本　,32,700,22400,12月24日
88019,2020/12/24,1,㈲佐武モーター整備様,　　,      ,         ,          ,
88019,2020/12/24,2,危険物保管電気・換気整備工事,式　,1,636000,636000,12/1～12/24
88019,2020/12/24,3,追加工事,　　,      ,         ,          ,
88019,2020/12/24,4,粉末ABC消火器10型,本　,1,4000,4000,12/1～12/24
88019,2020/12/24,5,消火器ＢＯＸ,台　,1,3000,3000,〃
88019,2020/12/24,6,火気厳禁標識,枚　,1,1000,1000,〃
88019,2020/12/24,7,少量危険物標識(文字入れ),枚　,1,3000,3000,〃
87985,2020/12/24,1,マグノリア,　　,      ,         ,          ,
87985,2020/12/24,2,実差動試験,式　,1,10000,10000,12月24日
88008,2020/12/24,1,納品,　　,      ,         ,          ,
88008,2020/12/24,2,アスモ大和郡山分,　　,      ,         ,          ,
88008,2020/12/24,3,61F-GP-N　リレーオムロン,台　,1,6150,6150,
88008,2020/12/24,4,PF113A　接続ソケット,個　,1,850,850,
88008,2020/12/24,5,PFC-N8　保持金属,個　,1,60,60,
88008,2020/12/24,6,送料,式　,1,1000,1000,
88008,2020/12/24,7,　,　　,      ,         ,          ,
88008,2020/12/24,8,ドンキホーテ上本町店分,　　,      ,         ,          ,
88008,2020/12/24,9,CM-2330A　天井埋込型スピーカー3W,台　,1,2860,2860,
88008,2020/12/24,10,N-75EAC　ﾀﾞﾝﾊﾟｰ用ﾚﾘｰｽﾞ　ﾆｯｹｲ製（送料込）,台　,1,15000,15000,
88012,2020/12/24,1,Assure nailsalon,　　,      ,         ,          ,
88012,2020/12/24,2,コンセント増設工事,式　,1,20000,20000,12月24日
88015,2020/12/23,1,医大中央棟13階透析室,　　,      ,         ,          ,
88015,2020/12/23,2,電気設備工事,式　,1,70000,70000,12/10・12/23
87991,2020/12/22,1,ライオンズマンション和歌山船戸,　　,      ,         ,          ,
87991,2020/12/22,2,連結送水管ホース耐圧試験,式　,1,35000,35000,12月22日
88106,2020/12/22,1,西ノ原剛志一戸建,　　,      ,         ,          ,
88106,2020/12/22,2,住警器(取付費込),台　,6,3000,18000,R2.12.22
88079,2020/12/22,1,住金　高橋組,　　,      ,         ,          ,
88079,2020/12/22,2,ブレーカー取替工事,式　,1,60000,60000,R2.12.22
88085,2020/12/22,1,消防設備保守点検,　　,      ,         ,          ,
88085,2020/12/22,2,御坊リサイクルセンター（総合点検）,式　,1,65000,65000,R2.12.22
88016,2020/12/22,1,藤本製薬㈱和歌山工場,　　,      ,         ,          ,
88016,2020/12/22,2,2010年製消火器更新,式　,1,90000,90000,12月22日
87978,2020/12/22,1,ＨＡＩＲ　ＤＯＮＫＥＹ様,　　,      ,         ,          ,
87978,2020/12/22,2,空気調和工事,式　,1,571000,571000,
87979,2020/12/22,1,ＨＡＩＲ　ＤＯＮＫＥＹ様,　　,      ,         ,          ,
87979,2020/12/22,2,空気調和工事,式　,1,480000,480000,
87989,2020/12/21,1,イオンモールりんくう泉南,　　,      ,         ,          ,
87989,2020/12/21,2,280区画原状回復Ｂ工事,式　,1,460800,460800,12/3・12/21
87990,2020/12/21,1,イオンモールりんくう泉南,　　,      ,         ,          ,
87990,2020/12/21,2,消防設備機器点検不良修繕,式　,1,232200,232200,12/12・12/21
88102,2020/12/21,1,学童保育太陽の子施設新設工事,　　,      ,         ,          ,
88102,2020/12/21,2,消防設備工事,式　,1,100000,100000,R2.12/21消検
88102,2020/12/21,3,※消火器個数変更の為値引,　　,      ,         ,          ,
88094,2020/12/21,1,納品,　　,      ,         ,          ,
88094,2020/12/21,2,ナースコール　ハンド形子機　BA-501ZA,式　,1,7500,7500,R2.12.21
88096,2020/12/21,1,介護老人保健施設ローズ,　　,      ,         ,          ,
88096,2020/12/21,2,スプリンクラー設備及び感知器増設工事,式　,1,250000,250000,R2.12.24
87966,2020/12/20,1,監視カメラ取付工事,式　,1,134000,134000,
87966,2020/12/20,2,カメラ1台追加,式　,1,38000,38000,
87955,2020/12/20,1,消防設備保守点検,　　,      ,         ,          ,
87955,2020/12/20,2,プリシェール関戸（総合点検）,式　,1,17680,17680,11月7日
87955,2020/12/20,3,グリーンフル北野（総合点検）,式　,1,29460,29460,11月7日
87955,2020/12/20,4,プラザレヨン（総合点検）,式　,1,70000,70000,12月16日
87921,2020/12/20,1,消防設備保守点検,　　,      ,         ,          ,
87921,2020/12/20,2,シャーメゾンオーキッド,式　,1,770,770,
87921,2020/12/20,3,メゾンクレール,式　,1,495,495,
87921,2020/12/20,4,フォーレスロ―カット,式　,1,1320,1320,
87921,2020/12/20,5,シャーメゾン府中,式　,1,495,495,
87921,2020/12/20,6,ヴィオス神前,式　,1,495,495,
87921,2020/12/20,7,ヴィオトープ,式　,1,770,770,
87921,2020/12/20,8,ジュリアード松江,式　,1,770,770,
87921,2020/12/20,9,シャーメゾンうの,式　,1,495,495,
87921,2020/12/20,10,シャーメゾン広川,式　,1,495,495,
87921,2020/12/20,11,メゾン・ルテシィアⅡ,式　,1,495,495,
87921,2020/12/20,12,シャーメゾン岩出,式　,1,704,704,
87921,2020/12/20,13,シャーメゾン黒江,式　,1,495,495,
87921,2020/12/20,14,シャーメゾン野田,式　,1,737,737,
87921,2020/12/20,15,フロントパディーⅡ,式　,1,737,737,
87921,2020/12/20,16,シャーメゾン名高,式　,1,2068,2068,
87921,2020/12/20,17,シャーメゾン尾崎,式　,1,1485,1485,
87921,2020/12/20,18,シャーメゾン有田,式　,1,825,825,
87921,2020/12/20,19,シャーメゾン中島,式　,1,770,770,
87921,2020/12/20,20,グリーンルーフ,式　,1,660,660,
87921,2020/12/20,21,グリーンルーフ,式　,1,660,660,
87921,2020/12/20,22,シャーメゾン砂山南,式　,1,5907,5907,
87921,2020/12/20,23,べレオＫ,式　,1,2068,2068,
87921,2020/12/20,24,べレオ太田,式　,1,2068,2068,
87921,2020/12/20,25,シャーメゾンｂｒｉｌｌｉａｎｔ,式　,1,770,770,
87921,2020/12/20,26,べレオ新通,式　,1,2068,2068,
87921,2020/12/20,27,アメニティ太田,式　,1,770,770,
87921,2020/12/20,28,べレオ堀止西,式　,1,2068,2068,
87921,2020/12/20,29,ヴィレッジ三年坂,式　,1,4136,4136,
87921,2020/12/20,30,ベレオ西浜ハーモニーガーデン,式　,1,3102,3102,
87921,2020/12/20,31,ディアス妙寺,式　,1,693,693,
87921,2020/12/20,32,グリーンルーフ妙寺,式　,1,990,990,
87921,2020/12/20,33,ベレオ園部,式　,1,3102,3102,
87921,2020/12/20,34,ガーデンハイツⅡ,式　,1,770,770,
87921,2020/12/20,35,コラール堀止,式　,1,770,770,
87921,2020/12/20,36,シャーメゾン葵,式　,1,495,495,
87921,2020/12/20,37,ベルデ堀口,式　,1,2068,2068,
87921,2020/12/20,38,シャーメゾンＷＩＬＬ,式　,1,770,770,
87921,2020/12/20,39,ＳｈａＭａｉｓｏｎ　ＮＡ,式　,1,770,770,
87921,2020/12/20,40,ベレオＢｒｉｌｌｉａｎｔ,式　,1,1650,1650,
87921,2020/12/20,41,ベレオ紀三井寺,式　,1,1100,1100,
87921,2020/12/20,42,ベレオけやき,式　,1,4136,4136,
87921,2020/12/20,43,シャーメゾン松江北,式　,1,495,495,
87921,2020/12/20,44,ベレオコスモ,式　,1,1650,1650,
87921,2020/12/20,45,シャーメゾンＬａＬａ,式　,1,770,770,
87921,2020/12/20,46,ベレオ小堀,式　,1,4136,4136,
87921,2020/12/20,47,ベレオ寺町通り,式　,1,3102,3102,
87921,2020/12/20,48,メゾンド・ベレオ,式　,1,1650,1650,
87921,2020/12/20,49,シャーメゾン宝亀,式　,1,3454,3454,
87921,2020/12/20,50,ベレオ小野町,式　,1,2068,2068,
87921,2020/12/20,51,シャーメゾン彩花,式　,1,990,990,
87921,2020/12/20,52,ベレオ広瀬,式　,1,5907,5907,
87921,2020/12/20,53,Ｔｏｕｒｎｅｓｏｌ,式　,1,4136,4136,
87921,2020/12/20,54,Ｍａｉｓｏｎ　ｄｅ　Ａｌｌｉｅ,式　,1,495,495,
87921,2020/12/20,55,ディアス松野,式　,1,1045,1045,
87921,2020/12/20,56,プロヌーブ今福,式　,1,990,990,
87921,2020/12/20,57,ベレオ黒田ＳＯＵＴＨ,式　,1,990,990,
87921,2020/12/20,58,Ｆｅｌｉｃａ紀三井寺,式　,1,770,770,
87921,2020/12/20,59,ＢＥＲＥＯ　ＷＡＫＡＹＡＭＡ,式　,1,1595,1595,
87921,2020/12/20,60,シャーメゾン茶屋ノ丁,式　,1,495,495,
87921,2020/12/20,61,ベレオくすのき,式　,1,4136,4136,
87921,2020/12/20,62,ＢＥＲＥＯ　Ｒｉａｎ,式　,1,3102,3102,
87921,2020/12/20,63,フレグランス船所,式　,1,1166,1166,
87921,2020/12/20,64,フレグランス船所Ⅱ,式　,1,1320,1320,
87921,2020/12/20,65,メゾンドソレイユ,式　,1,245,245,
87921,2020/12/20,66,シャーメゾンガーデンズ紀三井寺,式　,1,770,770,
87921,2020/12/20,67,シャーメゾン幡川,式　,1,990,990,
87921,2020/12/20,68,ロイヤルヒルズ三番丁,式　,1,1650,1650,
87921,2020/12/20,69,シャーメゾン秋月の杜,式　,1,770,770,
87921,2020/12/20,70,ブランシェ堀止,式　,1,495,495,
87921,2020/12/20,71,ベレオクシモト,式　,1,4092,4092,
87921,2020/12/20,72,ベレオグルース西紺屋,式　,1,1595,1595,
87921,2020/12/20,73,プロヌーブ下津野,式　,1,990,990,
87921,2020/12/20,74,リヴェール　ヒデ,式　,1,770,770,
87921,2020/12/20,75,ディアス松島,式　,1,517,517,
87921,2020/12/20,76,タウニィ寿里,式　,1,1320,1320,
87921,2020/12/20,77,フォーブル木ノ本,式　,1,1166,1166,
87921,2020/12/20,78,ラベニュー城山,式　,1,770,770,
87921,2020/12/20,79,フレグランス吹上,式　,1,495,495,
87921,2020/12/20,80,メゾン南方,式　,1,1045,1045,
87921,2020/12/20,81,ラベニュー岩橋,式　,1,1166,1166,
87921,2020/12/20,82,タウニィ山村,式　,1,770,770,
87921,2020/12/20,83,ラベニュー谷口,式　,1,1320,1320,
87921,2020/12/20,84,タウニィ酒井,式　,1,693,693,
87921,2020/12/20,85,フレグランス畑屋敷,式　,1,495,495,
87921,2020/12/20,86,フォーブル苗代,式　,1,693,693,
87921,2020/12/20,87,フォーブル若葉,式　,1,770,770,
87921,2020/12/20,88,フォーブル松見,式　,1,1320,1320,
87921,2020/12/20,89,ラベニューコスモ,式　,1,770,770,
87921,2020/12/20,90,タウニィ紀ノ川,式　,1,693,693,
87921,2020/12/20,91,タウニィ料理松,式　,1,1122,1122,
87921,2020/12/20,92,タウニィ清水,式　,1,770,770,
87921,2020/12/20,93,タウニィ浜代,式　,1,968,968,
87921,2020/12/20,94,タウニィ浜代２,式　,1,693,693,
87921,2020/12/20,95,フォーブルさち,式　,1,1397,1397,
87921,2020/12/20,96,タウニィ美園,式　,1,693,693,
87921,2020/12/20,97,フレグランス松江,式　,1,495,495,
87921,2020/12/20,98,セキワガーデンハウス春日,式　,1,968,968,
87921,2020/12/20,99,ラベニュー根来,式　,1,693,693,
87921,2020/12/20,100,シローズフレグランス,式　,1,770,770,
87921,2020/12/20,101,ドミールクルス,式　,1,1320,1320,
87921,2020/12/20,102,グリーンビレッジ２１,式　,1,2145,2145,
87921,2020/12/20,103,サニーハイツひまわり,式　,1,1320,1320,
87921,2020/12/20,104,パールハイツ有田,式　,1,968,968,
87921,2020/12/20,105,フレグランス小林,式　,1,495,495,
87921,2020/12/20,106,フレグランス延時,式　,1,495,495,
87921,2020/12/20,107,フレグランス畑毛,式　,1,1320,1320,
87921,2020/12/20,108,フレグランス藤井,式　,1,770,770,
87921,2020/12/20,109,フレグランス山崎,式　,1,1166,1166,
87921,2020/12/20,110,フレグランス森澤,式　,1,1320,1320,
87921,2020/12/20,111,フレグランス中松江,式　,1,693,693,
87921,2020/12/20,112,ガーデンハイツ箕島,式　,1,693,693,
87921,2020/12/20,113,アドザックス吉田,式　,1,495,495,
87921,2020/12/20,114,石津ハイツ,式　,1,1045,1045,
87921,2020/12/20,115,フォーブル石野,式　,1,770,770,
87921,2020/12/20,116,フレグランス翠,式　,1,2354,2354,
87921,2020/12/20,117,アドザックス吉田Ｂ棟,式　,1,495,495,
87921,2020/12/20,118,マリポーサ前田,式　,1,495,495,
87921,2020/12/20,119,フレグランス巴,式　,1,1485,1485,
87921,2020/12/20,120,フレグランス堀止,式　,1,495,495,
87921,2020/12/20,121,フレグランス六十谷,式　,1,770,770,
87921,2020/12/20,122,フレグランス木ノ本,式　,1,495,495,
87921,2020/12/20,123,フレグランス今吉,式　,1,1166,1166,
87921,2020/12/20,124,フレグランス矢野,式　,1,1045,1045,
87921,2020/12/20,125,フレグランス平田,式　,1,495,495,
87921,2020/12/20,126,フレグランス築港,式　,1,495,495,
87921,2020/12/20,127,フレグランス松ヶ丘,式　,1,495,495,
87921,2020/12/20,128,フレグランス秋桜,式　,1,495,495,
87921,2020/12/20,129,フレグランス雑賀,式　,1,968,968,
87921,2020/12/20,130,フレグランスロゼ,式　,1,2134,2134,
87921,2020/12/20,131,グラン・ファーム,式　,1,1166,1166,
87921,2020/12/20,132,フレグランス栄,式　,1,1045,1045,
87921,2020/12/20,133,Ｃｉｔｙ　Ｋｉｎｏｍｏｔｏ,式　,1,968,968,
87921,2020/12/20,134,フレグランスせせらぎ,式　,1,495,495,
87921,2020/12/20,135,フレグランスＡＫＩＨＯ,式　,1,968,968,
87921,2020/12/20,136,フレグランスさつき,式　,1,770,770,
87921,2020/12/20,137,ガーデンハイツ小二里,式　,1,1320,1320,
87921,2020/12/20,138,フレグランス桜ヶ丘,式　,1,495,495,
87921,2020/12/20,139,ガーデンハイツ小二里２,式　,1,495,495,
87921,2020/12/20,140,ディアスワーブラー,式　,1,770,770,
87921,2020/12/20,141,フレグランス藤井Ⅱ,式　,1,693,693,
87921,2020/12/20,142,フレグランスフクイ,式　,1,968,968,
87921,2020/12/20,143,ディアス栄谷,式　,1,495,495,
87921,2020/12/20,144,ディアスかもと,式　,1,968,968,
87921,2020/12/20,145,ベルメゾン,式　,1,1320,1320,
87921,2020/12/20,146,フレグランス竹中,式　,1,495,495,
87921,2020/12/20,147,ディアス松ヶ丘,式　,1,495,495,
87921,2020/12/20,148,ディアス北村,式　,1,1122,1122,
87921,2020/12/20,149,ディアスミレット,式　,1,1320,1320,
87921,2020/12/20,150,ディアスＭ,式　,1,1958,1958,
87921,2020/12/20,151,フォーブル松南,式　,1,495,495,
87921,2020/12/20,152,ウェストヒルズ,式　,1,1320,1320,
87921,2020/12/20,153,フレグランス布施屋,式　,1,770,770,
87921,2020/12/20,154,ディアス小雑賀,式　,1,847,847,
87921,2020/12/20,155,ラ・サルデーヌ,式　,1,3234,3234,
87921,2020/12/20,156,ディアス黒江,式　,1,1320,1320,
87921,2020/12/20,157,ディアス藤本,式　,1,495,495,
87921,2020/12/20,158,ディアス藤本Ⅱ,式　,1,495,495,
87921,2020/12/20,159,ディアスウチタ,式　,1,495,495,
87921,2020/12/20,160,フレグランスうの,式　,1,1315,1315,
87921,2020/12/20,161,フレグランスⅠ,式　,1,770,770,
87921,2020/12/20,162,ディアス寿里,式　,1,1397,1397,
87921,2020/12/20,163,フレグランス宮原,式　,1,968,968,
87921,2020/12/20,164,ディアスミニ,式　,1,495,495,
87921,2020/12/20,165,ディアス一本松,式　,1,2376,2376,
87921,2020/12/20,166,ディアス城山,式　,1,770,770,
87921,2020/12/20,167,フレグランス池尻,式　,1,495,495,
87921,2020/12/20,168,フレグランス大宮,式　,1,693,693,
87921,2020/12/20,169,楠見中ディアス,式　,1,968,968,
87921,2020/12/20,170,セフィラ　プラッツ,式　,1,770,770,
87921,2020/12/20,171,ハイツ楠,式　,1,495,495,
87921,2020/12/20,172,サニーコート,式　,1,1430,1430,
87921,2020/12/20,173,フォーレスうえだ,式　,1,1694,1694,
87921,2020/12/20,174,ハイツ萩,式　,1,693,693,
87921,2020/12/20,175,フォーレス有本,式　,1,1045,1045,
87921,2020/12/20,176,楠見中ディアスⅡ,式　,1,495,495,
87921,2020/12/20,177,ハイツ森,式　,1,1045,1045,
87921,2020/12/20,178,フォーレス花野,式　,1,1166,1166,
87921,2020/12/20,179,フレグランス小雑賀,式　,1,770,770,
87921,2020/12/20,180,グリーンルーフ塩屋,式　,1,495,495,
87921,2020/12/20,181,フレグランス南紀の台,式　,1,990,990,
87921,2020/12/20,182,グリーンルーフＣｏｃｃｏ,式　,1,495,495,
87921,2020/12/20,183,ハイツ楠Ⅱ,式　,1,495,495,
87921,2020/12/20,184,シャーメゾン山中,式　,1,495,495,
87921,2020/12/20,185,シャーメゾン高松,式　,1,770,770,
87921,2020/12/20,186,メゾン雑賀,式　,1,495,495,
87921,2020/12/20,187,グリーンルーフのうがわ,式　,1,968,968,
87921,2020/12/20,188,ドエルＫ,式　,1,495,495,
87921,2020/12/20,189,シャーメゾン山崎,式　,1,1320,1320,
87921,2020/12/20,190,シャーメゾン新堂,式　,1,1870,1870,
87921,2020/12/20,191,シャーメゾン小雑賀,式　,1,1045,1045,
87921,2020/12/20,192,エクセレンス六十谷,式　,1,770,770,
87921,2020/12/20,193,シャーメゾンＨＡＭＡＩＣＨＩ,式　,1,990,990,
87921,2020/12/20,194,シャーメゾン打田,式　,1,1045,1045,
87921,2020/12/20,195,シャーメゾン堀口,式　,1,1320,1320,
87921,2020/12/20,196,シャーメゾン新堂Ⅱ,式　,1,1045,1045,
87921,2020/12/20,197,シャーメゾンキタグチ,式　,1,495,495,
87921,2020/12/20,198,セファミ荊本,式　,1,1045,1045,
87921,2020/12/20,199,フォーレスＩ＆Ｎ,式　,1,495,495,
87921,2020/12/20,200,シャーメゾンＭ,式　,1,495,495,
87921,2020/12/20,201,ヴィンヤードハウスⅢ,式　,1,495,495,
87921,2020/12/20,202,エクセレンス六十谷Ⅱ,式　,1,770,770,
87921,2020/12/20,203,ガーデンハイツ湯浅,式　,1,770,770,
87921,2020/12/20,204,ルミエール湊,式　,1,770,770,
87921,2020/12/20,205,シャーメゾン紀峰,式　,1,770,770,
87921,2020/12/20,206,グランメール福島,式　,1,770,770,
87921,2020/12/20,207,パールハイツ箕島,式　,1,693,693,
87921,2020/12/20,208,ワイズヴィラ,式　,1,550,550,
87921,2020/12/20,209,フォーレス・ノベル,式　,1,770,770,
87921,2020/12/20,210,藤栄ハイツ,式　,1,693,693,
87921,2020/12/20,211,ラ・サルデーヌⅡ,式　,1,495,495,
87921,2020/12/20,212,メゾン・ルテシィア,式　,1,495,495,
87921,2020/12/20,213,シャーメゾン下津,式　,1,693,693,
87921,2020/12/20,214,シャーメゾンくすの木,式　,1,1980,1980,
87921,2020/12/20,215,シャーメゾン笠松,式　,1,770,770,
87921,2020/12/20,216,パークハイツ,式　,1,495,495,
87921,2020/12/20,217,サニーハイツ向島,式　,1,495,495,
87921,2020/12/20,218,リバーサイド湯浅,式　,1,770,770,
87921,2020/12/20,219,ラガール湯浅,式　,1,495,495,
87921,2020/12/20,220,五月ハイツ,式　,1,1386,1386,
87921,2020/12/20,221,アン・セリジェ,式　,1,770,770,
87921,2020/12/20,222,ブランシェ前田,式　,1,770,770,
87921,2020/12/20,223,シャーメゾン青木,式　,1,770,770,
87921,2020/12/20,224,フォーナス,式　,1,968,968,
87921,2020/12/20,225,パレスデュオ・照（テラス）,式　,1,770,770,
87921,2020/12/20,226,シャーメゾンハーヴェスト,式　,1,770,770,
87921,2020/12/20,227,クレール松ヶ丘,式　,1,495,495,
87921,2020/12/20,228,クレール,式　,1,770,770,
87921,2020/12/20,229,アン・セリジェ　Ⅱ,式　,1,495,495,
87921,2020/12/20,230,フレグランス二里ヶ浜,式　,1,770,770,
87921,2020/12/20,231,アベニール,式　,1,770,770,
87921,2020/12/20,232,ディアス赤坂,式　,1,770,770,
87921,2020/12/20,233,カサ・フィオーレＦＧ,式　,1,770,770,
87921,2020/12/20,234,シャーメゾン安上,式　,1,968,968,
87921,2020/12/20,235,フローラ,式　,1,770,770,
87921,2020/12/20,236,ワイズコート,式　,1,495,495,
87921,2020/12/20,237,シャーメゾン西高松,式　,1,495,495,
87921,2020/12/20,238,シャーメゾン木ノ本,式　,1,693,693,
87921,2020/12/20,239,ブランシェＳ,式　,1,693,693,
87921,2020/12/20,240,ディアスＡＫＩＨＯ,式　,1,693,693,
87921,2020/12/20,241,シャンブルＭ,式　,1,968,968,
87921,2020/12/20,242,シャーメゾン幸輝,式　,1,1166,1166,
87921,2020/12/20,243,ボナール千且,式　,1,770,770,
87921,2020/12/20,244,イマージュ浜の宮,式　,1,495,495,
87921,2020/12/20,245,ヴィラ天神崎,式　,1,935,935,
87921,2020/12/20,246,シャーメゾンフクイ,式　,1,495,495,
87921,2020/12/20,247,アヴェンヌ太田,式　,1,1122,1122,
87921,2020/12/20,248,メゾネット松島,式　,1,495,495,
