"売上№=masterid,dempyounum",行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik,売上日=uriagebi,
87950,8,グループホーム第4日向（機器点検）       ,式　,1,15000,15000,〃                  ,2020/12/28,
87950,9,和歌山三菱自動車㈱国体道路店(機器点検)  ,式　,1,20000,20000,12月7日,2020/12/28,
87950,10,ＨｏｎｄａＣａｒｓ関西和歌山（機器点検）,式　,1,28000,28000,12月10日,2020/12/28,
87950,11,和歌山日産自動車㈱和歌山（機器点検）    ,式　,1,80000,80000,12月18日,2020/12/28,
88121,1,タイシン物流                            ,　　,      ,         ,          ,                    ,2020/12/28,
88121,2,通路照明他電気設備工事                  ,式　,1,1733000,1733000,11/30～12/28        ,2020/12/28,
88121,3,動力電気設備工事                        ,式　,1,213000,213000,〃                  ,2020/12/28,
88001,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2020/12/28,
88001,2,ラッキー1BAN宝塚店（総合点検）          ,式　,1,50000,50000,10月15日,2020/12/28,
88001,3,ラッキー1BAN明石店（総合点検）          ,式　,1,120000,120000,10月21日,2020/12/28,
88001,4,〃　　（防火対象物点検）                ,式　,1,35000,35000,〃                  ,2020/12/28,
88001,5,〃　　（防火設備定期検査）              ,式　,1,138000,138000,〃                  ,2020/12/28,
88001,6,123塩屋店（防火設備定期検査）           ,式　,1,125000,125000,〃                  ,2020/12/28,
88001,7,123博多店（機器点検）                   ,式　,1,150000,150000,10/21・11/2         ,2020/12/28,
88001,8,123+Ｎはりまや橋店（機器点検）          ,式　,1,225000,225000,10月22日,2020/12/28,
88001,9,123宝塚店（総合点検）                   ,式　,1,90000,90000,10月27日,2020/12/28,
88001,10,〃　　（防火対象物点検）                ,式　,1,35000,35000,〃                  ,2020/12/28,
88001,11,123+Ｎ岡山本店（防火設備点検）          ,式　,1,756000,756000,10月30日,2020/12/28,
88001,12,123浜野店（防火設備定期検査）           ,式　,1,477000,477000,〃                  ,2020/12/28,
88001,13,ラッキー1BAN本店（総合点検）            ,式　,1,75000,75000,11月12日,2020/12/28,
88001,14,〃　　（防火対象物点検）                ,式　,1,30000,30000,〃                  ,2020/12/28,
88001,15,123横浜西口店（総合点検）               ,式　,1,70000,70000,11月13日,2020/12/28,
88001,16,〃　　（防火対象物点検）                ,式　,1,30000,30000,〃                  ,2020/12/28,
88001,17,すみれ保育園（機器点検）                ,式　,1,40000,40000,12月5日,2020/12/28,
88001,18,123泉北店（総合点検）                   ,式　,1,65000,65000,12月10日,2020/12/28,
88001,19,〃　　（防火対象物点検）                ,式　,1,30000,30000,〃                  ,2020/12/28,
88001,20,延羽の湯　鶴橋店（機器点検）            ,式　,1,90000,90000,〃                  ,2020/12/28,
88001,21,123+Ｎ大阪本店（総合点検）              ,式　,1,250000,250000,12/14・15           ,2020/12/28,
88001,22,〃　　（防火対象物定期点検）            ,式　,1,40000,40000,〃                  ,2020/12/28,
88001,23,〃　　（防火管理点検）                  ,式　,1,40000,40000,〃                  ,2020/12/28,
88001,24,123摂津店（総合点検）                   ,式　,1,100000,100000,12月17日,2020/12/28,
88001,25,〃　　（防火対象物点検）                ,式　,1,40000,40000,〃                  ,2020/12/28,
88194,1,123水島店                               ,　　,      ,         ,          ,                    ,2020/12/28,
88194,2,消火設備盛替工事                        ,　　,      ,         ,          ,                    ,2020/12/28,
88194,3,決定金額\3000000の内￥1500000           ,式　,1,1363636,1363636,                    ,2020/12/28,
87999,1,コメリパワー新宮店新築工事              ,　　,      ,         ,          ,                    ,2020/12/28,
87999,2,契約金額\45000000の内出来高請求3回目    ,式　,1,10000000,10000000,                    ,2020/12/28,
88107,1,プチマンションまつえ                    ,　　,      ,         ,          ,                    ,2020/12/25,
88107,2,消火器10型                              ,本　,2,5700,11400,R2.12.25,2020/12/25,
88107,3,消火器処分費                            ,本　,2,1000,2000,〃                  ,2020/12/25,
88107,4,格納箱20型BOX                           ,台　,1,5760,5760,〃                  ,2020/12/25,
88107,5,取付費                                  ,式　,1,1000,1000,〃                  ,2020/12/25,
88087,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2020/12/25,
88087,2,株式会社平賀和歌山工場・倉庫(総合点検)  ,式　,1,100000,100000,R2.12.25,2020/12/25,
88036,1,(仮称)大正区泉尾３丁目計画              ,　　,      ,         ,          ,                    ,2020/12/25,
88036,2,書類作成及び立会試験                    ,式　,1,50000,50000,                    ,2020/12/25,
88036,3,(消火器･誘導灯使用開始届)               ,　　,      ,         ,          ,                    ,2020/12/25,
88036,4,粉末ABC消火器10型                       ,本　,2,4000,8000,                    ,2020/12/25,
88036,5,消火器設置台                            ,台　,2,1000,2000,                    ,2020/12/25,
88111,1,ＧＡＳＳＥＡ棟･Ｂ棟･Ｃ棟新築工事        ,　　,      ,         ,          ,                    ,2020/12/25,
88111,2,届出作成及び検査立会費                  ,式　,1,100000,100000,R2.12.25,2020/12/25,
88023,1,㈲ウォーレン様                          ,　　,      ,         ,          ,                    ,2020/12/25,
88023,2,空気調和工事                            ,式　,1,900000,900000,                    ,2020/12/25,
88009,1,㈱ラントランス内原倉庫                  ,　　,      ,         ,          ,                    ,2020/12/25,
88009,2,実差動試験                              ,式　,1,10000,10000,12月25日,2020/12/25,
87946,1,現場応援費                              ,式　,1,600000,600000,                    ,2020/12/25,
87946,2,図面作成費                              ,式　,1,600000,600000,                    ,2020/12/25,
88010,1,りんくうプレミアムアウトレット          ,　　,      ,         ,          ,                    ,2020/12/24,
88010,2,消火器処分費                            ,本　,32,700,22400,12月24日,2020/12/24,
88019,1,㈲佐武モーター整備様                    ,　　,      ,         ,          ,                    ,2020/12/24,
88019,2,危険物保管電気・換気整備工事            ,式　,1,636000,636000,12/1～12/24         ,2020/12/24,
88019,3,追加工事                                ,　　,      ,         ,          ,                    ,2020/12/24,
88019,4,粉末ABC消火器10型                       ,本　,1,4000,4000,12/1～12/24         ,2020/12/24,
88019,5,消火器ＢＯＸ                            ,台　,1,3000,3000,〃                  ,2020/12/24,
88019,6,火気厳禁標識                            ,枚　,1,1000,1000,〃                  ,2020/12/24,
88019,7,少量危険物標識(文字入れ)                ,枚　,1,3000,3000,〃                  ,2020/12/24,
87985,1,マグノリア                              ,　　,      ,         ,          ,                    ,2020/12/24,
87985,2,実差動試験                              ,式　,1,10000,10000,12月24日,2020/12/24,
88008,1,納品                                    ,　　,      ,         ,          ,                    ,2020/12/24,
88008,2,アスモ大和郡山分                        ,　　,      ,         ,          ,                    ,2020/12/24,
88008,3,61F-GP-N　リレーオムロン                ,台　,1,6150,6150,                    ,2020/12/24,
88008,4,PF113A　接続ソケット                    ,個　,1,850,850,                    ,2020/12/24,
88008,5,PFC-N8　保持金属                        ,個　,1,60,60,                    ,2020/12/24,
88008,6,送料                                    ,式　,1,1000,1000,                    ,2020/12/24,
88008,7,                                        ,　　,      ,         ,          ,                    ,2020/12/24,
88008,8,ドンキホーテ上本町店分                  ,　　,      ,         ,          ,                    ,2020/12/24,
88008,9,CM-2330A　天井埋込型スピーカー3W        ,台　,1,2860,2860,                    ,2020/12/24,
88008,10,N-75EAC　ﾀﾞﾝﾊﾟｰ用ﾚﾘｰｽﾞ　ﾆｯｹｲ製（送料込）,台　,1,15000,15000,                    ,2020/12/24,
88012,1,Assure nailsalon                        ,　　,      ,         ,          ,                    ,2020/12/24,
88012,2,コンセント増設工事                      ,式　,1,20000,20000,12月24日,2020/12/24,
88015,1,医大中央棟13階透析室                    ,　　,      ,         ,          ,                    ,2020/12/23,
88015,2,電気設備工事                            ,式　,1,70000,70000,12/10・12/23        ,2020/12/23,
87991,1,ライオンズマンション和歌山船戸          ,　　,      ,         ,          ,                    ,2020/12/22,
87991,2,連結送水管ホース耐圧試験                ,式　,1,35000,35000,12月22日,2020/12/22,
88106,1,西ノ原剛志一戸建                        ,　　,      ,         ,          ,                    ,2020/12/22,
88106,2,住警器(取付費込)                        ,台　,6,3000,18000,R2.12.22,2020/12/22,
88079,1,住金　高橋組                            ,　　,      ,         ,          ,                    ,2020/12/22,
88079,2,ブレーカー取替工事                      ,式　,1,60000,60000,R2.12.22,2020/12/22,
88085,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2020/12/22,
88085,2,御坊リサイクルセンター（総合点検）      ,式　,1,65000,65000,R2.12.22,2020/12/22,
88016,1,藤本製薬㈱和歌山工場                    ,　　,      ,         ,          ,                    ,2020/12/22,
88016,2,2010年製消火器更新                      ,式　,1,90000,90000,12月22日,2020/12/22,
87978,1,ＨＡＩＲ　ＤＯＮＫＥＹ様                ,　　,      ,         ,          ,                    ,2020/12/22,
87978,2,空気調和工事                            ,式　,1,571000,571000,                    ,2020/12/22,
87979,1,ＨＡＩＲ　ＤＯＮＫＥＹ様                ,　　,      ,         ,          ,                    ,2020/12/22,
87979,2,空気調和工事                            ,式　,1,480000,480000,                    ,2020/12/22,
87989,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,                    ,2020/12/21,
87989,2,280区画原状回復Ｂ工事                   ,式　,1,460800,460800,12/3・12/21         ,2020/12/21,
87990,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,                    ,2020/12/21,
87990,2,消防設備機器点検不良修繕                ,式　,1,232200,232200,12/12・12/21        ,2020/12/21,
88102,1,学童保育太陽の子施設新設工事            ,　　,      ,         ,          ,                    ,2020/12/21,
88102,2,消防設備工事                            ,式　,1,100000,100000,R2.12/21消検        ,2020/12/21,
88102,3,※消火器個数変更の為値引                ,　　,      ,         ,          ,                    ,2020/12/21,
88094,1,納品                                    ,　　,      ,         ,          ,                    ,2020/12/21,
88094,2,ナースコール　ハンド形子機　BA-501ZA    ,式　,1,7500,7500,R2.12.21,2020/12/21,
88096,1,介護老人保健施設ローズ                  ,　　,      ,         ,          ,                    ,2020/12/21,
88096,2,スプリンクラー設備及び感知器増設工事    ,式　,1,250000,250000,R2.12.24,2020/12/21,
87966,1,監視カメラ取付工事                      ,式　,1,134000,134000,                    ,2020/12/20,
87966,2,カメラ1台追加                           ,式　,1,38000,38000,                    ,2020/12/20,
87955,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2020/12/20,
87955,2,プリシェール関戸（総合点検）            ,式　,1,17680,17680,11月7日,2020/12/20,
87955,3,グリーンフル北野（総合点検）            ,式　,1,29460,29460,11月7日,2020/12/20,
87955,4,プラザレヨン（総合点検）                ,式　,1,70000,70000,12月16日,2020/12/20,
87921,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2020/12/20,
87921,2,シャーメゾンオーキッド                  ,式　,1,770,770,                    ,2020/12/20,
87921,3,メゾンクレール                          ,式　,1,495,495,                    ,2020/12/20,
87921,4,フォーレスロ―カット                    ,式　,1,1320,1320,                    ,2020/12/20,
87921,5,シャーメゾン府中                        ,式　,1,495,495,                    ,2020/12/20,
87921,6,ヴィオス神前                            ,式　,1,495,495,                    ,2020/12/20,
87921,7,ヴィオトープ                            ,式　,1,770,770,                    ,2020/12/20,
87921,8,ジュリアード松江                        ,式　,1,770,770,                    ,2020/12/20,
87921,9,シャーメゾンうの                        ,式　,1,495,495,                    ,2020/12/20,
87921,10,シャーメゾン広川                        ,式　,1,495,495,                    ,2020/12/20,
87921,11,メゾン・ルテシィアⅡ                    ,式　,1,495,495,                    ,2020/12/20,
87921,12,シャーメゾン岩出                        ,式　,1,704,704,                    ,2020/12/20,
87921,13,シャーメゾン黒江                        ,式　,1,495,495,                    ,2020/12/20,
87921,14,シャーメゾン野田                        ,式　,1,737,737,                    ,2020/12/20,
87921,15,フロントパディーⅡ                      ,式　,1,737,737,                    ,2020/12/20,
87921,16,シャーメゾン名高                        ,式　,1,2068,2068,                    ,2020/12/20,
87921,17,シャーメゾン尾崎                        ,式　,1,1485,1485,                    ,2020/12/20,
87921,18,シャーメゾン有田                        ,式　,1,825,825,                    ,2020/12/20,
87921,19,シャーメゾン中島                        ,式　,1,770,770,                    ,2020/12/20,
87921,20,グリーンルーフ                          ,式　,1,660,660,                    ,2020/12/20,
87921,21,グリーンルーフ                          ,式　,1,660,660,                    ,2020/12/20,
87921,22,シャーメゾン砂山南                      ,式　,1,5907,5907,                    ,2020/12/20,
87921,23,べレオＫ                                ,式　,1,2068,2068,                    ,2020/12/20,
87921,24,べレオ太田                              ,式　,1,2068,2068,                    ,2020/12/20,
87921,25,シャーメゾンｂｒｉｌｌｉａｎｔ          ,式　,1,770,770,                    ,2020/12/20,
87921,26,べレオ新通                              ,式　,1,2068,2068,                    ,2020/12/20,
87921,27,アメニティ太田                          ,式　,1,770,770,                    ,2020/12/20,
87921,28,べレオ堀止西                            ,式　,1,2068,2068,                    ,2020/12/20,
87921,29,ヴィレッジ三年坂                        ,式　,1,4136,4136,                    ,2020/12/20,
87921,30,ベレオ西浜ハーモニーガーデン            ,式　,1,3102,3102,                    ,2020/12/20,
87921,31,ディアス妙寺                            ,式　,1,693,693,                    ,2020/12/20,
87921,32,グリーンルーフ妙寺                      ,式　,1,990,990,                    ,2020/12/20,
87921,33,ベレオ園部                              ,式　,1,3102,3102,                    ,2020/12/20,
87921,34,ガーデンハイツⅡ                        ,式　,1,770,770,                    ,2020/12/20,
87921,35,コラール堀止                            ,式　,1,770,770,                    ,2020/12/20,
87921,36,シャーメゾン葵                          ,式　,1,495,495,                    ,2020/12/20,
87921,37,ベルデ堀口                              ,式　,1,2068,2068,                    ,2020/12/20,
87921,38,シャーメゾンＷＩＬＬ                    ,式　,1,770,770,                    ,2020/12/20,
87921,39,ＳｈａＭａｉｓｏｎ　ＮＡ                ,式　,1,770,770,                    ,2020/12/20,
87921,40,ベレオＢｒｉｌｌｉａｎｔ                ,式　,1,1650,1650,                    ,2020/12/20,
87921,41,ベレオ紀三井寺                          ,式　,1,1100,1100,                    ,2020/12/20,
87921,42,ベレオけやき                            ,式　,1,4136,4136,                    ,2020/12/20,
87921,43,シャーメゾン松江北                      ,式　,1,495,495,                    ,2020/12/20,
87921,44,ベレオコスモ                            ,式　,1,1650,1650,                    ,2020/12/20,
87921,45,シャーメゾンＬａＬａ                    ,式　,1,770,770,                    ,2020/12/20,
87921,46,ベレオ小堀                              ,式　,1,4136,4136,                    ,2020/12/20,
87921,47,ベレオ寺町通り                          ,式　,1,3102,3102,                    ,2020/12/20,
87921,48,メゾンド・ベレオ                        ,式　,1,1650,1650,                    ,2020/12/20,
87921,49,シャーメゾン宝亀                        ,式　,1,3454,3454,                    ,2020/12/20,
87921,50,ベレオ小野町                            ,式　,1,2068,2068,                    ,2020/12/20,
87921,51,シャーメゾン彩花                        ,式　,1,990,990,                    ,2020/12/20,
87921,52,ベレオ広瀬                              ,式　,1,5907,5907,                    ,2020/12/20,
87921,53,Ｔｏｕｒｎｅｓｏｌ                      ,式　,1,4136,4136,                    ,2020/12/20,
87921,54,Ｍａｉｓｏｎ　ｄｅ　Ａｌｌｉｅ          ,式　,1,495,495,                    ,2020/12/20,
87921,55,ディアス松野                            ,式　,1,1045,1045,                    ,2020/12/20,
87921,56,プロヌーブ今福                          ,式　,1,990,990,                    ,2020/12/20,
87921,57,ベレオ黒田ＳＯＵＴＨ                    ,式　,1,990,990,                    ,2020/12/20,
87921,58,Ｆｅｌｉｃａ紀三井寺                    ,式　,1,770,770,                    ,2020/12/20,
87921,59,ＢＥＲＥＯ　ＷＡＫＡＹＡＭＡ            ,式　,1,1595,1595,                    ,2020/12/20,
87921,60,シャーメゾン茶屋ノ丁                    ,式　,1,495,495,                    ,2020/12/20,
87921,61,ベレオくすのき                          ,式　,1,4136,4136,                    ,2020/12/20,
87921,62,ＢＥＲＥＯ　Ｒｉａｎ                    ,式　,1,3102,3102,                    ,2020/12/20,
87921,63,フレグランス船所                        ,式　,1,1166,1166,                    ,2020/12/20,
87921,64,フレグランス船所Ⅱ                      ,式　,1,1320,1320,                    ,2020/12/20,
87921,65,メゾンドソレイユ                        ,式　,1,245,245,                    ,2020/12/20,
87921,66,シャーメゾンガーデンズ紀三井寺          ,式　,1,770,770,                    ,2020/12/20,
87921,67,シャーメゾン幡川                        ,式　,1,990,990,                    ,2020/12/20,
87921,68,ロイヤルヒルズ三番丁                    ,式　,1,1650,1650,                    ,2020/12/20,
87921,69,シャーメゾン秋月の杜                    ,式　,1,770,770,                    ,2020/12/20,
87921,70,ブランシェ堀止                          ,式　,1,495,495,                    ,2020/12/20,
87921,71,ベレオクシモト                          ,式　,1,4092,4092,                    ,2020/12/20,
87921,72,ベレオグルース西紺屋                    ,式　,1,1595,1595,                    ,2020/12/20,
87921,73,プロヌーブ下津野                        ,式　,1,990,990,                    ,2020/12/20,
87921,74,リヴェール　ヒデ                        ,式　,1,770,770,                    ,2020/12/20,
87921,75,ディアス松島                            ,式　,1,517,517,                    ,2020/12/20,
87921,76,タウニィ寿里                            ,式　,1,1320,1320,                    ,2020/12/20,
87921,77,フォーブル木ノ本                        ,式　,1,1166,1166,                    ,2020/12/20,
87921,78,ラベニュー城山                          ,式　,1,770,770,                    ,2020/12/20,
87921,79,フレグランス吹上                        ,式　,1,495,495,                    ,2020/12/20,
87921,80,メゾン南方                              ,式　,1,1045,1045,                    ,2020/12/20,
87921,81,ラベニュー岩橋                          ,式　,1,1166,1166,                    ,2020/12/20,
87921,82,タウニィ山村                            ,式　,1,770,770,                    ,2020/12/20,
87921,83,ラベニュー谷口                          ,式　,1,1320,1320,                    ,2020/12/20,
87921,84,タウニィ酒井                            ,式　,1,693,693,                    ,2020/12/20,
87921,85,フレグランス畑屋敷                      ,式　,1,495,495,                    ,2020/12/20,
87921,86,フォーブル苗代                          ,式　,1,693,693,                    ,2020/12/20,
87921,87,フォーブル若葉                          ,式　,1,770,770,                    ,2020/12/20,
87921,88,フォーブル松見                          ,式　,1,1320,1320,                    ,2020/12/20,
87921,89,ラベニューコスモ                        ,式　,1,770,770,                    ,2020/12/20,
87921,90,タウニィ紀ノ川                          ,式　,1,693,693,                    ,2020/12/20,
87921,91,タウニィ料理松                          ,式　,1,1122,1122,                    ,2020/12/20,
87921,92,タウニィ清水                            ,式　,1,770,770,                    ,2020/12/20,
87921,93,タウニィ浜代                            ,式　,1,968,968,                    ,2020/12/20,
87921,94,タウニィ浜代２                          ,式　,1,693,693,                    ,2020/12/20,
87921,95,フォーブルさち                          ,式　,1,1397,1397,                    ,2020/12/20,
87921,96,タウニィ美園                            ,式　,1,693,693,                    ,2020/12/20,
87921,97,フレグランス松江                        ,式　,1,495,495,                    ,2020/12/20,
87921,98,セキワガーデンハウス春日                ,式　,1,968,968,                    ,2020/12/20,
87921,99,ラベニュー根来                          ,式　,1,693,693,                    ,2020/12/20,
87921,100,シローズフレグランス                    ,式　,1,770,770,                    ,2020/12/20,
87921,101,ドミールクルス                          ,式　,1,1320,1320,                    ,2020/12/20,
87921,102,グリーンビレッジ２１                    ,式　,1,2145,2145,                    ,2020/12/20,
87921,103,サニーハイツひまわり                    ,式　,1,1320,1320,                    ,2020/12/20,
87921,104,パールハイツ有田                        ,式　,1,968,968,                    ,2020/12/20,
87921,105,フレグランス小林                        ,式　,1,495,495,                    ,2020/12/20,
87921,106,フレグランス延時                        ,式　,1,495,495,                    ,2020/12/20,
87921,107,フレグランス畑毛                        ,式　,1,1320,1320,                    ,2020/12/20,
87921,108,フレグランス藤井                        ,式　,1,770,770,                    ,2020/12/20,
87921,109,フレグランス山崎                        ,式　,1,1166,1166,                    ,2020/12/20,
87921,110,フレグランス森澤                        ,式　,1,1320,1320,                    ,2020/12/20,
87921,111,フレグランス中松江                      ,式　,1,693,693,                    ,2020/12/20,
87921,112,ガーデンハイツ箕島                      ,式　,1,693,693,                    ,2020/12/20,
87921,113,アドザックス吉田                        ,式　,1,495,495,                    ,2020/12/20,
87921,114,石津ハイツ                              ,式　,1,1045,1045,                    ,2020/12/20,
87921,115,フォーブル石野                          ,式　,1,770,770,                    ,2020/12/20,
87921,116,フレグランス翠                          ,式　,1,2354,2354,                    ,2020/12/20,
87921,117,アドザックス吉田Ｂ棟                    ,式　,1,495,495,                    ,2020/12/20,
87921,118,マリポーサ前田                          ,式　,1,495,495,                    ,2020/12/20,
87921,119,フレグランス巴                          ,式　,1,1485,1485,                    ,2020/12/20,
87921,120,フレグランス堀止                        ,式　,1,495,495,                    ,2020/12/20,
87921,121,フレグランス六十谷                      ,式　,1,770,770,                    ,2020/12/20,
87921,122,フレグランス木ノ本                      ,式　,1,495,495,                    ,2020/12/20,
87921,123,フレグランス今吉                        ,式　,1,1166,1166,                    ,2020/12/20,
87921,124,フレグランス矢野                        ,式　,1,1045,1045,                    ,2020/12/20,
87921,125,フレグランス平田                        ,式　,1,495,495,                    ,2020/12/20,
87921,126,フレグランス築港                        ,式　,1,495,495,                    ,2020/12/20,
87921,127,フレグランス松ヶ丘                      ,式　,1,495,495,                    ,2020/12/20,
87921,128,フレグランス秋桜                        ,式　,1,495,495,                    ,2020/12/20,
87921,129,フレグランス雑賀                        ,式　,1,968,968,                    ,2020/12/20,
87921,130,フレグランスロゼ                        ,式　,1,2134,2134,                    ,2020/12/20,
87921,131,グラン・ファーム                        ,式　,1,1166,1166,                    ,2020/12/20,
87921,132,フレグランス栄                          ,式　,1,1045,1045,                    ,2020/12/20,
87921,133,Ｃｉｔｙ　Ｋｉｎｏｍｏｔｏ              ,式　,1,968,968,                    ,2020/12/20,
87921,134,フレグランスせせらぎ                    ,式　,1,495,495,                    ,2020/12/20,
87921,135,フレグランスＡＫＩＨＯ                  ,式　,1,968,968,                    ,2020/12/20,
87921,136,フレグランスさつき                      ,式　,1,770,770,                    ,2020/12/20,
87921,137,ガーデンハイツ小二里                    ,式　,1,1320,1320,                    ,2020/12/20,
87921,138,フレグランス桜ヶ丘                      ,式　,1,495,495,                    ,2020/12/20,
87921,139,ガーデンハイツ小二里２                  ,式　,1,495,495,                    ,2020/12/20,
87921,140,ディアスワーブラー                      ,式　,1,770,770,                    ,2020/12/20,
87921,141,フレグランス藤井Ⅱ                      ,式　,1,693,693,                    ,2020/12/20,
87921,142,フレグランスフクイ                      ,式　,1,968,968,                    ,2020/12/20,
87921,143,ディアス栄谷                            ,式　,1,495,495,                    ,2020/12/20,
87921,144,ディアスかもと                          ,式　,1,968,968,                    ,2020/12/20,
87921,145,ベルメゾン                              ,式　,1,1320,1320,                    ,2020/12/20,
87921,146,フレグランス竹中                        ,式　,1,495,495,                    ,2020/12/20,
87921,147,ディアス松ヶ丘                          ,式　,1,495,495,                    ,2020/12/20,
87921,148,ディアス北村                            ,式　,1,1122,1122,                    ,2020/12/20,
87921,149,ディアスミレット                        ,式　,1,1320,1320,                    ,2020/12/20,
87921,150,ディアスＭ                              ,式　,1,1958,1958,                    ,2020/12/20,
87921,151,フォーブル松南                          ,式　,1,495,495,                    ,2020/12/20,
87921,152,ウェストヒルズ                          ,式　,1,1320,1320,                    ,2020/12/20,
87921,153,フレグランス布施屋                      ,式　,1,770,770,                    ,2020/12/20,
87921,154,ディアス小雑賀                          ,式　,1,847,847,                    ,2020/12/20,
87921,155,ラ・サルデーヌ                          ,式　,1,3234,3234,                    ,2020/12/20,
87921,156,ディアス黒江                            ,式　,1,1320,1320,                    ,2020/12/20,
87921,157,ディアス藤本                            ,式　,1,495,495,                    ,2020/12/20,
87921,158,ディアス藤本Ⅱ                          ,式　,1,495,495,                    ,2020/12/20,
87921,159,ディアスウチタ                          ,式　,1,495,495,                    ,2020/12/20,
87921,160,フレグランスうの                        ,式　,1,1315,1315,                    ,2020/12/20,
87921,161,フレグランスⅠ                          ,式　,1,770,770,                    ,2020/12/20,
87921,162,ディアス寿里                            ,式　,1,1397,1397,                    ,2020/12/20,
87921,163,フレグランス宮原                        ,式　,1,968,968,                    ,2020/12/20,
87921,164,ディアスミニ                            ,式　,1,495,495,                    ,2020/12/20,
87921,165,ディアス一本松                          ,式　,1,2376,2376,                    ,2020/12/20,
87921,166,ディアス城山                            ,式　,1,770,770,                    ,2020/12/20,
87921,167,フレグランス池尻                        ,式　,1,495,495,                    ,2020/12/20,
87921,168,フレグランス大宮                        ,式　,1,693,693,                    ,2020/12/20,
87921,169,楠見中ディアス                          ,式　,1,968,968,                    ,2020/12/20,
87921,170,セフィラ　プラッツ                      ,式　,1,770,770,                    ,2020/12/20,
87921,171,ハイツ楠                                ,式　,1,495,495,                    ,2020/12/20,
87921,172,サニーコート                            ,式　,1,1430,1430,                    ,2020/12/20,
87921,173,フォーレスうえだ                        ,式　,1,1694,1694,                    ,2020/12/20,
87921,174,ハイツ萩                                ,式　,1,693,693,                    ,2020/12/20,
87921,175,フォーレス有本                          ,式　,1,1045,1045,                    ,2020/12/20,
87921,176,楠見中ディアスⅡ                        ,式　,1,495,495,                    ,2020/12/20,
87921,177,ハイツ森                                ,式　,1,1045,1045,                    ,2020/12/20,
87921,178,フォーレス花野                          ,式　,1,1166,1166,                    ,2020/12/20,
87921,179,フレグランス小雑賀                      ,式　,1,770,770,                    ,2020/12/20,
87921,180,グリーンルーフ塩屋                      ,式　,1,495,495,                    ,2020/12/20,
87921,181,フレグランス南紀の台                    ,式　,1,990,990,                    ,2020/12/20,
87921,182,グリーンルーフＣｏｃｃｏ                ,式　,1,495,495,                    ,2020/12/20,
87921,183,ハイツ楠Ⅱ                              ,式　,1,495,495,                    ,2020/12/20,
87921,184,シャーメゾン山中                        ,式　,1,495,495,                    ,2020/12/20,
87921,185,シャーメゾン高松                        ,式　,1,770,770,                    ,2020/12/20,
87921,186,メゾン雑賀                              ,式　,1,495,495,                    ,2020/12/20,
87921,187,グリーンルーフのうがわ                  ,式　,1,968,968,                    ,2020/12/20,
87921,188,ドエルＫ                                ,式　,1,495,495,                    ,2020/12/20,
87921,189,シャーメゾン山崎                        ,式　,1,1320,1320,                    ,2020/12/20,
87921,190,シャーメゾン新堂                        ,式　,1,1870,1870,                    ,2020/12/20,
87921,191,シャーメゾン小雑賀                      ,式　,1,1045,1045,                    ,2020/12/20,
87921,192,エクセレンス六十谷                      ,式　,1,770,770,                    ,2020/12/20,
87921,193,シャーメゾンＨＡＭＡＩＣＨＩ            ,式　,1,990,990,                    ,2020/12/20,
87921,194,シャーメゾン打田                        ,式　,1,1045,1045,                    ,2020/12/20,
87921,195,シャーメゾン堀口                        ,式　,1,1320,1320,                    ,2020/12/20,
87921,196,シャーメゾン新堂Ⅱ                      ,式　,1,1045,1045,                    ,2020/12/20,
87921,197,シャーメゾンキタグチ                    ,式　,1,495,495,                    ,2020/12/20,
87921,198,セファミ荊本                            ,式　,1,1045,1045,                    ,2020/12/20,
87921,199,フォーレスＩ＆Ｎ                        ,式　,1,495,495,                    ,2020/12/20,
87921,200,シャーメゾンＭ                          ,式　,1,495,495,                    ,2020/12/20,
87921,201,ヴィンヤードハウスⅢ                    ,式　,1,495,495,                    ,2020/12/20,
87921,202,エクセレンス六十谷Ⅱ                    ,式　,1,770,770,                    ,2020/12/20,
87921,203,ガーデンハイツ湯浅                      ,式　,1,770,770,                    ,2020/12/20,
87921,204,ルミエール湊                            ,式　,1,770,770,                    ,2020/12/20,
87921,205,シャーメゾン紀峰                        ,式　,1,770,770,                    ,2020/12/20,
87921,206,グランメール福島                        ,式　,1,770,770,                    ,2020/12/20,
87921,207,パールハイツ箕島                        ,式　,1,693,693,                    ,2020/12/20,
87921,208,ワイズヴィラ                            ,式　,1,550,550,                    ,2020/12/20,
87921,209,フォーレス・ノベル                      ,式　,1,770,770,                    ,2020/12/20,
87921,210,藤栄ハイツ                              ,式　,1,693,693,                    ,2020/12/20,
87921,211,ラ・サルデーヌⅡ                        ,式　,1,495,495,                    ,2020/12/20,
87921,212,メゾン・ルテシィア                      ,式　,1,495,495,                    ,2020/12/20,
87921,213,シャーメゾン下津                        ,式　,1,693,693,                    ,2020/12/20,
87921,214,シャーメゾンくすの木                    ,式　,1,1980,1980,                    ,2020/12/20,
