"売上№=masterid,dempyounum",売上日=uriagebi,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik
72696,2009/8/3,1,改修工事　（7/26撤去　8/3復旧）,式　,1,45000,45000,
72667,2009/8/1,1,サンシャイン八幡前,　　,      ,         ,          ,
72667,2009/8/1,2,熱感知器,台　,1,3680,3680,
72667,2009/8/1,3,交換手数料,式　,1,3000,3000,
72667,2009/8/1,4,出張料,式　,1,1500,1500,
72667,2009/8/1,5,諸経費,式　,1,420,420,
72668,2009/8/1,1,マンションポローニア　消化器４型処分費,　　,1,600,600,
72668,2009/8/1,2,出張費,式　,1,1500,1500,
72697,2009/8/1,1,パチンコ　ビック様,　　,      ,         ,          ,
72697,2009/8/1,2,クーラー水漏れ修理（景品交換所内）,式　,1,5000,5000,
72659,2009/7/31,1,ｸﾞﾘｰﾝﾌﾙｶﾙﾑ　住宅用火災警報器取付費,台　,36,1000,36000,
72674,2009/7/31,1,直川小学校　出来高,式　,1,2000000,2000000,
72675,2009/7/31,1,岩出保育園　感知器移設,式　,1,10000,10000,
72662,2009/7/31,1,岡クリニック様,　　,      ,         ,          ,
72662,2009/7/31,2,設置及び使用開始届作成料,式　,1,30000,30000,
72650,2009/7/29,1,りんくうエルガ5F　住友林業跡,　　,      ,         ,          ,
72650,2009/7/29,2,Ａ工事復旧工事,式　,1,600000,600000,
72648,2009/7/28,1,サニーハイツひまわり,　　,      ,         ,          ,
72648,2009/7/28,2,誘導灯プレート取付,式　,1,3000,3000,
72649,2009/7/27,1,プレジール高松　住宅警報器取付,台　,2,1000,2000,
72644,2009/7/27,1,ねつ当番,　　,1,2500,2500,
72644,2009/7/27,2,けむり当番,　　,3,2500,7500,
72645,2009/7/25,1,1.2.3用消火器,本　,131,2850,373350,
72646,2009/7/25,1,岸和田金属　自火報改修工事,式　,1,500000,500000,
72647,2009/7/25,1,ﾗｲｵﾝｽﾞﾏﾝｼｮﾝ和歌山関戸　消防設備点検,式　,1,82400,82400,
72625,2009/7/24,1,インター1・2・3　消防設備保守点検,式　,1,150000,150000,
72625,2009/7/24,2,パチンコ1・2・3有田店　消防設備保守点検,式　,1,49000,49000,
72635,2009/7/24,1,1.2.3田辺改修工事,式　,1,153000,153000,
72623,2009/7/24,1,光電式ｽﾎﾟｯﾄ型煙感知器　2種,個　,2,6870,13740,
72623,2009/7/24,2,2線式ﾍﾞｰｽ,個　,2,195,390,
72623,2009/7/24,3,送料,　　,1,1000,1000,
72709,2009/7/24,1,ホテルシルフ様,　　,      ,         ,          ,
72709,2009/7/24,2,消火器具,　　,      ,         ,          ,
72709,2009/7/24,3,消火器10型,本　,1,4500,4500,
72709,2009/7/24,4,消火設置台,台　,1,1200,1200,
72709,2009/7/24,5,自動火災報知設備,　　,      ,         ,          ,
72709,2009/7/24,6,差動式ｽﾎﾟｯﾄ型感知器2種,個　,1,2700,2700,
72709,2009/7/24,7,光電式ｽﾎﾟｯﾄ型感知器2種,個　,1,17000,17000,
72709,2009/7/24,8,工事費（配線工事費含む）,式　,1,25000,25000,
72709,2009/7/24,9,予備電池　DC24V1.65AH,個　,1,28000,28000,
72709,2009/7/24,10,避難器具　降下地点標識,枚　,3,2500,7500,
72709,2009/7/24,11,誘導灯,　　,      ,         ,          ,
72709,2009/7/24,12,誘導灯Ｃ級,台　,1,20000,20000,
72709,2009/7/24,13,誘導灯中形,台　,2,33000,66000,
72709,2009/7/24,14,誘導灯大形,台　,3,45500,136500,
72709,2009/7/24,15,取付費,式　,1,20000,20000,
72709,2009/7/24,16,粉末消火設備,　　,      ,         ,          ,
72709,2009/7/24,17,移動式消火設備収納BOX修理,台　,2,5000,10000,
72709,2009/7/24,18,危険物表示交換,　　,      ,         ,          ,
72709,2009/7/24,19,火気厳禁,枚　,1,2000,2000,
72709,2009/7/24,20,品名及び類別,枚　,1,2000,2000,
72709,2009/7/24,21,消防設備保守点検,式　,1,50000,50000,
72709,2009/7/24,22,消防設備届出立会費,式　,1,35000,35000,
72709,2009/7/24,23,値引き,式　,1,27400,27400,
72621,2009/7/23,1,ﾌｧｲﾔｰﾍﾞｰｽ　注番：DED1104,台　,8,1000,8000,
72706,2009/7/21,1,誤報調査及び感知器取替,式　,1,10000,10000,
72707,2009/7/21,1,藤本食品工事,　　,      ,         ,          ,
72707,2009/7/21,2,差動2種,個　,3,1850,5550,
72707,2009/7/21,3,光電式2種,個　,1,11000,11000,
72707,2009/7/21,4,AE0.9　-4C,ｍ　,30,40,1200,
72707,2009/7/21,5,工事費,式　,1,20000,20000,
72707,2009/7/21,6,試験調整費,式　,1,4000,4000,
72707,2009/7/21,7,消耗品雑材費,式　,1,1500,1500,
72707,2009/7/21,8,諸経費,式　,1,2750,2750,
72634,2009/7/20,1,消防設備保守点検,式　,1,180000,180000,
72652,2009/7/20,1,和歌山営業所　消防設備保守点検,式　,1,60000,60000,
72652,2009/7/20,2,中之島倉庫　消防設備保守点検,式　,1,30000,30000,
72666,2009/7/20,1,自動火災報知設備工事,式　,1,1000000,1000000,
72655,2009/7/20,1,冷蔵庫修理,　　,      ,         ,          ,
72655,2009/7/20,2,ﾌﾚｵﾝｶﾞｽ補充　R-22,式　,1,6000,6000,
72655,2009/7/20,3,霜取りﾀｲﾏｰ取替,式　,1,25000,25000,
72655,2009/7/20,4,同上修理工賃,式　,1,20000,20000,
72615,2009/7/20,1,コスモ応援,　　,      ,         ,          ,
72615,2009/7/20,2,44369,人員,1,18000,18000,
72615,2009/7/20,3,44370,人員,1,18000,18000,
72615,2009/7/20,4,44371,人員,1,18000,18000,
72615,2009/7/20,5,44372,人員,1,18000,18000,
72615,2009/7/20,6,44373,人員,1,18000,18000,
72615,2009/7/20,7,6月27日（和歌山倉庫）,人員,1,18000,18000,
72615,2009/7/20,8,44376,人員,1,18000,18000,
72615,2009/7/20,9,44377,人員,1,18000,18000,
72616,2009/7/20,1,コスモ応援,　　,      ,         ,          ,
72616,2009/7/20,2,44378,人員,1,18000,18000,
72616,2009/7/20,3,44379,人員,1,18000,18000,
72616,2009/7/20,4,44380,人員,1,18000,18000,
72616,2009/7/20,5,44381,人員,1,18000,18000,
72616,2009/7/20,6,44383,人員,1,18000,18000,
72616,2009/7/20,7,44384,人員,1,18000,18000,
72616,2009/7/20,8,44385,人員,1,18000,18000,
72616,2009/7/20,9,44386,人員,1,18000,18000,
72616,2009/7/20,10,44387,人員,1,18000,18000,
72620,2009/7/20,1,コスモ応援,　　,      ,         ,          ,
72620,2009/7/20,2,44388,人員,1,18000,18000,
72620,2009/7/20,3,44390,人員,1,18000,18000,
72620,2009/7/20,4,44391,人員,1,18000,18000,
72620,2009/7/20,5,44392,人員,1,18000,18000,
72620,2009/7/20,6,44393,人員,1,18000,18000,
72620,2009/7/20,7,44394,人員,1,18000,18000,
72620,2009/7/20,8,44395,人員,1,18000,18000,
72620,2009/7/20,9,44397,人員,1,18000,18000,
72619,2009/7/20,1,住金3年目教育,人　,1,17000,17000,
72622,2009/7/20,1,フレグランス布引 住宅用火災警報器取付,　　,      ,         ,          ,
72622,2009/7/20,2,煙当番,個　,8,1000,8000,
72622,2009/7/20,3,ねつ当番,個　,4,1000,4000,
72603,2009/7/20,1,和綿工場　消防設備保守点検,式　,1,25000,25000,
72603,2009/7/20,2,和綿ビル　消防設備保守点検,式　,1,25000,25000,
72653,2009/7/20,1,誘導灯ﾊﾞｯﾃﾘｰ交換,式　,1,22000,22000,
72614,2009/7/20,1,下津行政局庁舎建設（電気設備）工事,　　,      ,         ,          ,
72614,2009/7/20,2,出来高　30％分,式　,1,3142857,3142857,
72597,2009/7/20,1,きのくにアバローム様　消防設備保守点検,　　,      ,         ,          ,
72597,2009/7/20,2,7月（第４回）,　　,1,44445,44445,
72610,2009/7/20,1,やすらぎの郷メゾンドシンフォニー新築工事,　　,      ,         ,          ,
72610,2009/7/20,2,（消防設備）出来高,式　,1,4300000,4300000,
72629,2009/7/20,1,感知器増設工事,式　,1,10000,10000,
72657,2009/7/20,1,芦原第2大型共同作業場,　　,      ,         ,          ,
72657,2009/7/20,2,火災感知器及びﾊﾞｯﾃﾘｰ取替修繕工事,式　,1,102000,102000,
72592,2009/7/17,1,嶋田勝己一戸建,　　,      ,         ,          ,
72592,2009/7/17,2,嶋田勝己一戸建　住宅警警器取付,台　,4,1000,4000,
72576,2009/7/17,1,7月16日　エクロールプラザ,　　,      ,         ,          ,
72576,2009/7/17,2,3階　バルサン,式　,1,10000,10000,
72582,2009/7/17,1,三菱電機株式会社冷熱システム製作所,　　,      ,         ,          ,
72582,2009/7/17,2,第3工場受信機取替工事,式　,1,760000,760000,
72577,2009/7/17,1,パチンコアイドル　消防設備保守点検,式　,1,15000,15000,
72589,2009/7/17,1,コードレスインターホン,個　,2,30000,60000,
72584,2009/7/17,1,ファインビル,　　,      ,         ,          ,
72584,2009/7/17,2,6階テナント　感知器取付,式　,1,15000,15000,
72562,2009/7/16,1,ジョイフル松島　消防設備点検,式　,1,9930,9930,
72569,2009/7/15,1,ｽﾌﾟﾘﾝｸﾗｰ設備工事,式　,1,800000,800000,
72570,2009/7/15,1,電気設備工事追加,式　,1,468000,468000,
72566,2009/7/15,1,弱電設備工事,式　,1,650000,650000,
72567,2009/7/15,1,電気設備工事,式　,1,892000,892000,
72556,2009/7/15,1,光電式ｽﾎﾟｯﾄ型煙感知器　2種,個　,7,6870,48090,
72556,2009/7/15,2,2線式ﾍﾞｰｽ,個　,8,195,1560,
72556,2009/7/15,3,送料,　　,1,1000,1000,
72561,2009/7/14,1,パチンコ岡崎１２３改修,式　,1,280000,280000,
72558,2009/7/14,1,小南自動車様,　　,      ,         ,          ,
72558,2009/7/14,2,予備電池　DC24V　0.45AH,個　,3,10000,30000,
72558,2009/7/14,3,消防設備保守点検,式　,1,40000,40000,
72579,2009/7/14,1,三菱電機株式会社冷熱システム製作所,　　,      ,         ,          ,
72579,2009/7/14,2,試験棟新築に伴う電波障害事後調査,式　,1,276000,276000,
72542,2009/7/14,1,クリスタル様,　　,      ,         ,          ,
72542,2009/7/14,2,消火器　ABC10型,本　,2,3500,7000,
72542,2009/7/14,3,設置台,台　,2,1000,2000,
72542,2009/7/14,4,消防届出作成費及び立会費,式　,1,20000,20000,
72543,2009/7/14,1,焼肉まっちゃん様,　　,      ,         ,          ,
72543,2009/7/14,2,消火器　ABC10型,本　,2,3500,7000,
72543,2009/7/14,3,設置台,台　,2,1000,2000,
72543,2009/7/14,4,消防届出作成費及び立会費,式　,1,20000,20000,
72540,2009/7/14,1,新栄電気㈱様,　　,      ,         ,          ,
72540,2009/7/14,2,みさき公園　テスト,式　,1,5000,5000,
72564,2009/7/14,1,自動火災警報設備　1F新倉庫,式　,1,868000,868000,
72564,2009/7/14,2,自動火災警報設備　2F新倉庫,式　,1,901000,901000,
72560,2009/7/13,1,アバローム紀の国消防点検に伴う修理,式　,1,114000,114000,
72578,2009/7/11,1,三菱電機株式会社冷熱システム製作所,　　,      ,         ,          ,
72578,2009/7/11,2,3工場屋内消火栓設備　フード弁取替,式　,1,34000,34000,
72557,2009/7/11,1,和歌山王子コンテナー㈱様,　　,      ,         ,          ,
72557,2009/7/11,2,受信機移設工事,式　,1,165000,165000,
72536,2009/7/10,1,1F　電気設備工事費,式　,1,45000,45000,
72536,2009/7/10,2,自火報設備,式　,1,150000,150000,
72536,2009/7/10,3,2F　電気設備工事費,式　,1,35000,35000,
72536,2009/7/10,4,3F　電気設備工事費,式　,1,35000,35000,
72536,2009/7/10,5,自火報設備,式　,1,150000,150000,
72538,2009/7/10,1,神戸植物防疫所関西空港支店改修工事,式　,1,160000,160000,
72538,2009/7/10,2,（追加工事含む）,　　,      ,         ,          ,
73261,2009/7/10,1,消防設備保守点検,式　,1,151919,151919,
72637,2009/7/9,1,サンクス東成大今里店工事,式　,1,446000,446000,
72602,2009/7/9,1,消防設備保守点検,式　,1,15000,15000,
72535,2009/7/8,1,ハイム真輝　熱感知器　取付,個　,1,4560,4560,
72535,2009/7/8,2,取付手数料,式　,1,600,600,
72535,2009/7/8,3,出張費,式　,1,1500,1500,
72546,2009/7/8,1,7月8日　エクロールプラザ電球交換,　　,      ,         ,          ,
72546,2009/7/8,2,3階　廊下　ｽﾘﾑ球,本　,1,1600,1600,
72546,2009/7/8,3,3階ｴﾚﾍﾞｰﾀｰ前　誘導灯,個　,1,480,480,
72546,2009/7/8,4,7階　階段踊り場　FL20W,本　,1,340,340,
72546,2009/7/8,5,交換費,　　,3,1000,3000,
72617,2009/7/8,1,松源高野口店　改修,式　,1,30000,30000,
72588,2009/7/8,1,消防設備保守点検に伴う修理,式　,1,44500,44500,
72530,2009/7/7,1,ファースト　様分,　　,      ,         ,          ,
72530,2009/7/7,2,消防設備点検,式　,1,50000,50000,
72530,2009/7/7,3,ファーストⅡ　様分,　　,      ,         ,          ,
72530,2009/7/7,4,消防設備点検,式　,1,50000,50000,
72530,2009/7/7,5,パーラーゴリラ　様分,　　,      ,         ,          ,
72530,2009/7/7,6,消防設備点検,式　,1,50000,50000,
72534,2009/7/7,1,光電式ｽﾎﾟｯﾄ型感知器3種ﾍｯﾄﾞのみ,個　,2,8300,16600,
72533,2009/7/7,1,消火栓ホース　40A15m,本　,26,6000,156000,
72531,2009/7/7,1,消防設備保守点検,式　,1,50000,50000,
72532,2009/7/7,1,消防設備保守点検,式　,1,50000,50000,
72526,2009/7/6,1,イニシエーター（コネクタ付）,　　,1,4000,4000,
72547,2009/7/6,1,光電式ｽﾎﾟｯﾄ型煙感知器（ﾍﾞｰｽ共）,個　,2,10000,20000,
72547,2009/7/6,2,誘導灯BH形両面（パネル共）,式　,1,28000,28000,
72525,2009/7/6,1,ソレアード菖蒲　住宅警警器取付,台　,16,1000,16000,
72527,2009/7/6,1,グリーンフル小倉,　　,      ,         ,          ,
72527,2009/7/6,2,消火器　ABC4型,本　,1,3800,3800,
72527,2009/7/6,3,同上処分費,本　,1,600,600,
72580,2009/7/6,1,三菱電機株式会社冷熱システム製作所,　　,      ,         ,          ,
72580,2009/7/6,2,第1L工場受信機修理,式　,1,70000,70000,
72559,2009/7/6,1,ＬＡＮ工事,式　,1,19500,19500,
72612,2009/7/4,1,キング化学幹線復旧工事,式　,1,18000,18000,
72552,2009/7/4,1,7月4日　ﾜｰﾙﾄﾞﾌﾟﾗｻﾞ南海　電球交換,　　,      ,         ,          ,
72552,2009/7/4,2,5階　外部階段　ﾐﾆｸﾘﾌﾟﾄﾝ電球,個　,1,450,450,
72552,2009/7/4,3,交換費,　　,1,1000,1000,
72553,2009/7/4,1,7月4日　ダイヤモンドプラザ電球等交換,　　,      ,         ,          ,
72553,2009/7/4,2,１階　表示灯,個　,1,150,150,
72553,2009/7/4,3,交換費,　　,1,1000,1000,
72554,2009/7/4,1,7月4日　エクロールプラザ電球交換,　　,      ,         ,          ,
72554,2009/7/4,2,1階　ﾎｰﾙ　ﾐﾆｸﾘﾌﾟﾄﾝ球,個　,1,450,450,
72554,2009/7/4,3,6階　廊下　ｽﾘﾑ球,個　,1,1600,1600,
72554,2009/7/4,4,7階　廊下　ｽﾘﾑ球,個　,1,1600,1600,
72554,2009/7/4,5,交換費,　　,3,1000,3000,
72581,2009/7/4,1,三菱電機株式会社冷熱システム製作所,　　,      ,         ,          ,
72581,2009/7/4,2,第6工場受信機移設工事,式　,1,5320000,5320000,
72555,2009/7/3,1,田辺駅前テナント,式　,1,230000,230000,
72517,2009/7/1,1,りんくうイオン　SPﾌﾚｷ取替　夜間工事,式　,1,28000,28000,
72636,2009/7/1,1,日根野ジャスコ　放送・排煙口修理,式　,1,20000,20000,
72585,2009/7/1,1,誘導灯バッテリー交換,個　,1,6600,6600,
72585,2009/7/1,2,ﾍﾞﾙ修理（断線）,式　,1,10000,10000,
72518,2009/7/1,1,シティライフ21,　　,      ,         ,          ,
72518,2009/7/1,2,感知器,台　,1,3160,3160,
72518,2009/7/1,3,手数料,　　,1,600,600,
72518,2009/7/1,4,出張費,　　,1,1500,1500,
72586,2009/6/30,1,株式会社ホタニ,　　,      ,         ,          ,
72586,2009/6/30,2,ﾊﾟｯｹｰｼﾞ型消火器撤去及び復旧,式　,1,20000,20000,
72640,2009/6/29,1,貝塚感知器増設,式　,1,60000,60000,
72539,2009/6/29,1,JA紀の里東部流通センター,式　,1,3900000,3900000,
72601,2009/6/29,1,エアコン清掃,式　,1,35000,35000,
72639,2009/6/26,1,鴨谷台３丁第２住宅仮設工事,式　,1,70000,70000,
72523,2009/6/26,1,牧野倉庫様　設置届作成及消防検査,式　,1,15000,15000,
72613,2009/6/26,1,三菱電機株式会社冷熱ｼｽﾃﾑ製作所,　　,      ,         ,          ,
72613,2009/6/26,2,１Ｋ　LAN配線工事,式　,1,15000,15000,
72516,2009/6/26,1,6月26日　ダイヤモンドプラザ電球等交換,　　,      ,         ,          ,
72516,2009/6/26,2,4階　廊下　ﾊﾛｹﾞﾝ電球,個　,1,1600,1600,
72516,2009/6/26,3,交換費,　　,1,1000,1000,
72510,2009/6/25,1,ケーズデンキ消防設備保守点検,式　,1,100000,100000,
72511,2009/6/25,1,初島1.2.3設備点検後改修,式　,1,22000,22000,
72512,2009/6/25,1,岸和田ステンレス　消防設備工事,式　,1,1513000,1513000,
72605,2009/6/24,1,シャルム・ポンテ重根様,式　,1,600000,600000,
72654,2009/6/23,1,防水ｺﾝｾﾝﾄ取替,式　,1,5000,5000,
72508,2009/6/23,1,ハイツ坂口Ⅱ　住宅警警器取付,台　,6,1000,6000,
72497,2009/6/22,1,シティー和歌山改修工事,式　,1,110000,110000,
72493,2009/6/22,1,コードレスインターホン,個　,2,30000,60000,
72524,2009/6/21,1,6月20日　エクロールプラザ電球交換,　　,      ,         ,          ,
72524,2009/6/21,2,4階　廊下　ｽﾘﾑ球,本　,2,1600,3200,
72524,2009/6/21,3,3階　廊下　ｽﾘﾑ球,本　,1,1600,1600,
72524,2009/6/21,4,3階　廊下　表示灯球,個　,1,150,150,
72524,2009/6/21,5,2階　ﾌﾛｱ　表示灯球,個　,1,150,150,
72524,2009/6/21,6,交換費,　　,5,1000,5000,
72600,2009/6/21,1,6月20日　ワールドプラザ電球交換,　　,      ,         ,          ,
72600,2009/6/21,2,1階ｴﾚﾍﾞｰﾀ前　ﾎﾞｰﾙ球,個　,1,240,240,
72600,2009/6/21,3,交換費,　　,1,1000,1000,
72541,2009/6/21,1,新栄電気様,　　,      ,         ,          ,
72541,2009/6/21,2,紀陽銀行尾崎支店感知器撤去及び取付工事,式　,1,12000,12000,
72463,2009/6/21,1,消防設備保守点検,式　,1,50000,50000,
72463,2009/6/21,2,消火器詰替,本　,1,3300,3300,
72488,2009/6/20,1,HMスタジオ　5F,式　,1,50000,50000,
72488,2009/6/20,2,西浜ライトハウス　消防設備工事,式　,1,260000,260000,
72499,2009/6/20,1,三菱電機株式会社冷熱ｼｽﾃﾑ製作所,　　,      ,         ,          ,
72499,2009/6/20,2,1K工場　光ケーブル調達,式　,1,20000,20000,
72500,2009/6/20,1,コスモ応援,　　,      ,         ,          ,
72500,2009/6/20,2,44343,人員,1,18000,18000,
72500,2009/6/20,3,44344,人員,1,18000,18000,
72500,2009/6/20,4,44345,人員,1,18000,18000,
72500,2009/6/20,5,44346,人員,1,18000,18000,
72500,2009/6/20,6,44348,人員,1,18000,18000,
72500,2009/6/20,7,44349,人員,1,18000,18000,
72500,2009/6/20,8,44350,人員,1,18000,18000,
72500,2009/6/20,9,44351,人員,1,18000,18000,
72500,2009/6/20,10,44352,人員,1,18000,18000,
72500,2009/6/20,11,44359,人員,1,18000,18000,
72500,2009/6/20,12,44362,人員,1,18000,18000,
72500,2009/6/20,13,44363,人員,1,18000,18000,
72500,2009/6/20,14,44364,人員,1,18000,18000,
72500,2009/6/20,15,44365,人員,1,18000,18000,
72500,2009/6/20,16,44366,人員,1,18000,18000,
72500,2009/6/20,17,44367,人員,1,18000,18000,
72501,2009/6/20,1,南海化学　応援,　　,      ,         ,          ,
72501,2009/6/20,2,44337,人員,1,18000,18000,
72501,2009/6/20,3,44338,人員,1,18000,18000,
72501,2009/6/20,4,住金（海南）　応援,　　,      ,         ,          ,
72501,2009/6/20,5,44340,人員,1,18000,18000,
72509,2009/6/20,1,NMｿﾙﾄ乾燥装置室建屋新築工事,式　,1,170000,170000,
72537,2009/6/20,1,６月13日　ダイヤモンドプラザ電球交換,　　,      ,         ,          ,
72537,2009/6/20,2,6階　廊下　ﾊﾛｹﾞﾝ電球,個　,1,1600,1600,
72537,2009/6/20,3,交換費,　　,1,1000,1000,
72514,2009/6/20,1,三菱電機株式会社冷熱システム製作所,　　,      ,         ,          ,
72514,2009/6/20,2,消火器100型取替,式　,1,490000,490000,
72483,2009/6/20,1,煙当番電池式・移報無・音声警報,　　,10,2500,25000,
72486,2009/6/20,1,オーバエステリア　消防設備保守点検,式　,1,65000,65000,
72498,2009/6/20,1,下津行政局庁舎建設（電気設備）工事,　　,      ,         ,          ,
72498,2009/6/20,2,出来高　30％分,式　,1,3142857,3142857,
72520,2009/6/20,1,きのくにアバローム様　消防設備保守点検,　　,      ,         ,          ,
72520,2009/6/20,2,4月（第１回）,　　,1,44445,44445,
72521,2009/6/20,1,きのくにアバローム様　消防設備保守点検,　　,      ,         ,          ,
72521,2009/6/20,2,5月（第２回）,　　,1,44445,44445,
72522,2009/6/20,1,きのくにアバローム様　消防設備保守点検,　　,      ,         ,          ,
72522,2009/6/20,2,6月（第３回）,　　,1,44445,44445,
72471,2009/6/19,1,国際物流　感知器撤去,式　,1,10000,10000,
72485,2009/6/19,1,忠岡役場　消火栓ﾌﾟﾚｰﾄ取替,式　,1,15000,15000,
72480,2009/6/19,1,ﾄﾞﾗｲﾋﾞﾝｸﾞｽｸｰﾙ海南様,　　,      ,         ,          ,
72480,2009/6/19,2,消防設備保守点検,式　,1,20000,20000,
72478,2009/6/19,1,法隆寺グランドホテル様,　　,      ,         ,          ,
72478,2009/6/19,2,消防設備保守点検,式　,1,90000,90000,
72479,2009/6/19,1,庄公民館　消防設備保守点検,式　,1,20000,20000,
72476,2009/6/19,1,消防設備保守点検,式　,1,30000,30000,
72470,2009/6/18,1,和歌山王子コンテナー株式会社様,　　,      ,         ,          ,
72470,2009/6/18,2,渡り廊下増設工事,式　,1,84000,84000,
72464,2009/6/17,1,定温式ｽﾎﾟｯﾄ型感知器,個　,1,1620,1620,
72461,2009/6/16,1,消防設備点検,式　,1,20000,20000,
72461,2009/6/16,2,警戒区域図作成,式　,1,5000,5000,
72461,2009/6/16,3,消火器　ABC10型,本　,2,4000,8000,
72461,2009/6/16,4,設置台セット,台　,1,1000,1000,
72461,2009/6/16,5,受信所板,個　,1,1000,1000,
72496,2009/6/15,1,事務所改修工事,式　,1,100000,100000,
72459,2009/6/15,1,差動式ｽﾎﾟｯﾄ型感知器,個　,8,1778,14224,
72459,2009/6/15,2,定温式ｽﾎﾟｯﾄ型感知器,個　,9,1620,14580,
72459,2009/6/15,3,光電式ｽﾎﾟｯﾄ型感知器,個　,1,9900,9900,
72459,2009/6/15,4,光電式ｽﾎﾟｯﾄ型感知器,個　,1,9900,9900,
72456,2009/6/15,1,新栄電気様（社長様依頼分）,　　,      ,         ,          ,
72456,2009/6/15,2,岬公園　光電式ｽﾎﾟｯﾄ型感知器　2種,個　,1,9498,9498,
72460,2009/6/15,1,差動式ｽﾎﾟｯﾄ型感知器　1種防水型,個　,1,810,810,
72460,2009/6/15,2,光電式ｽﾎﾟｯﾄ型煙感知器　2種,個　,5,6870,34350,
72460,2009/6/15,3,2線式ベース,個　,12,195,2340,
72455,2009/6/13,1,メゾンＭ.Ⅰ,　　,      ,         ,          ,
72455,2009/6/13,2,消火器　ABC4型,本　,1,3800,3800,
72455,2009/6/13,3,同上処分費,本　,1,600,600,
72465,2009/6/13,1,泉ガーデンパレス 電極改修工事,式　,1,30600,30600,
72466,2009/6/12,1,6月13日　エクロールプラザ電球交換,　　,      ,         ,          ,
72466,2009/6/12,2,7階　廊下　ｽﾘﾑ球,個　,3,1600,4800,
72466,2009/6/12,3,5階　廊下　ｽﾘﾑ球,本　,1,1600,1600,
72466,2009/6/12,4,4階　ｴﾚﾍﾞｰﾀｰ前　ﾐﾆｸﾘﾌﾟﾄﾝ球,個　,1,450,450,
72466,2009/6/12,5,交換費,　　,5,1000,5000,
72452,2009/6/12,1,24V　0.225AH,　　,1,10000,10000,
72474,2009/6/12,1,オーエース改修,式　,1,320000,320000,
73259,2009/6/12,1,消防設備保守点検,式　,1,150649,150649,
72451,2009/6/11,1,住宅警報器,個　,100,2500,250000,
72475,2009/6/11,1,工事名：㈱松源内原店新築工事,　　,      ,         ,          ,
72475,2009/6/11,2,防災設備工事　完了,式　,1,2200000,2200000,
72453,2009/6/10,1,消防設備保守点検,式　,1,20000,20000,
72433,2009/6/9,1,初芝1・2・3,　　,      ,         ,          ,
72433,2009/6/9,2,消防設備点検,式　,1,38000,38000,
72433,2009/6/9,3,防火対象物点検,式　,1,25000,25000,
72433,2009/6/9,4,岡崎1・2・3,　　,      ,         ,          ,
72433,2009/6/9,5,消防設備点検,式　,1,54000,54000,
72433,2009/6/9,6,防火対象物点検,式　,1,25000,25000,
72426,2009/6/9,1,シティライフ21　消防設備点検,式　,1,44000,44000,
72426,2009/6/9,2,イル・ニード　消防設備点検,式　,1,33600,33600,
72426,2009/6/9,3,リバーサイド中井　消防設備点検,式　,1,25600,25600,
72426,2009/6/9,4,グリーンフル鳴神　消防設備点検,式　,1,33000,33000,
72426,2009/6/9,5,ヴェルセンチェリー　消防設備点検,式　,1,36680,36680,
72426,2009/6/9,6,ミナールＯＫＡＤＡ　消防設備点検,式　,1,8560,8560,
72426,2009/6/9,7,キャロットヴィラ　消防設備点検,式　,1,23280,23280,
72426,2009/6/9,8,グリーンフル浜路　消防設備点検,式　,1,25840,25840,
72426,2009/6/9,9,タウンハイツ　消防設備点検,式　,1,32000,32000,
72432,2009/6/9,1,消防設備保守点検,式　,1,20000,20000,
72434,2009/6/9,1,中谷電気工事株式会社様,　　,      ,         ,          ,
72434,2009/6/9,2,萩原内科　消防設備点検,式　,1,30000,30000,
72491,2009/6/9,1,松源貝塚店様,　　,      ,         ,          ,
72491,2009/6/9,2,標示板　火気厳禁,　　,2,2000,4000,
72491,2009/6/9,3,危険物持込禁止,　　,2,2000,4000,
72491,2009/6/9,4,禁煙,　　,2,2000,4000,
72425,2009/6/9,1,ディアス谷口 住宅用火災警報器取付,台　,16,1000,16000,
72425,2009/6/9,2,けむり当番　SH28455,台　,16,3340,53440,
72473,2009/6/5,1,火災報知機　標識板,枚　,1,3000,3000,
72473,2009/6/5,2,消火器ABC10型,本　,2,5000,10000,
72422,2009/6/4,1,ｺｽﾀﾓｰﾙたばこ屋　SP感知器撤去工事,式　,1,60000,60000,
72448,2009/6/3,1,誘導灯電池取替共,式　,1,9000,9000,
72421,2009/6/2,1,ミツワハイツ　住宅警警器取付,台　,12,1000,12000,
72492,2009/6/1,1,和菱テクニカ　貴志川工場,　　,      ,         ,          ,
72492,2009/6/1,2,消防設備工事,式　,1,300000,300000,
72492,2009/6/1,3,LAN工事,式　,1,15000,15000,
72492,2009/6/1,4,ｱﾝﾃﾅ工事,式　,1,25000,25000,
72492,2009/6/1,5,ｽﾋﾟｰｶｰ工事,式　,1,15000,15000,
72438,2009/6/1,1,6月1日　ﾜｰﾙﾄﾞﾌﾟﾗｻﾞ南海　電球交換,　　,      ,         ,          ,
72438,2009/6/1,2,5階ｴﾚﾍﾞｰﾀｰ前　ﾊﾛｹﾞﾝ球,個　,1,1600,1600,
72438,2009/6/1,3,3階ｴﾚﾍﾞｰﾀｰ前　ﾎﾞｰﾙ球,個　,1,240,240,
