"売上№=masterid,dempyounum",行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik,売上日=uriagebi,
83179,177,五月ハイツ                              ,式　,1,1361,1361,                    ,2017/6/20,
83179,178,アン・セリジェ                          ,式　,1,756,756,                    ,2017/6/20,
83179,179,ブランシェ前田                          ,式　,1,756,756,                    ,2017/6/20,
83179,180,シャーメゾン青木                        ,式　,1,756,756,                    ,2017/6/20,
83179,181,フォーナス                              ,式　,1,950,950,                    ,2017/6/20,
83179,182,パレスデュオ・照（テラス）              ,式　,1,756,756,                    ,2017/6/20,
83179,183,シャーメゾンハーヴェスト                ,式　,1,756,756,                    ,2017/6/20,
83179,184,クレール松ヶ丘                          ,式　,1,486,486,                    ,2017/6/20,
83179,185,クレール                                ,式　,1,756,756,                    ,2017/6/20,
83179,186,アン・セリジェ　Ⅱ                      ,式　,1,486,486,                    ,2017/6/20,
83179,187,フレグランス二里ヶ浜                    ,式　,1,756,756,                    ,2017/6/20,
83179,188,アベニール                              ,式　,1,756,756,                    ,2017/6/20,
83179,189,ディアス赤坂                            ,式　,1,756,756,                    ,2017/6/20,
83179,190,カサ・フィオーレＦＧ                    ,式　,1,756,756,                    ,2017/6/20,
83179,191,ブランシェ旭　Ａ棟                      ,式　,1,486,486,                    ,2017/6/20,
83179,192,ブランシェ旭　Ｂ棟                      ,式　,1,486,486,                    ,2017/6/20,
83179,193,シャーメゾン安上                        ,式　,1,950,950,                    ,2017/6/20,
83179,194,フローラ                                ,式　,1,756,756,                    ,2017/6/20,
83179,195,ワイズコート                            ,式　,1,486,486,                    ,2017/6/20,
83179,196,シャーメゾン西高松                      ,式　,1,486,486,                    ,2017/6/20,
83179,197,シャーメゾン木ノ本                      ,式　,1,680,680,                    ,2017/6/20,
83179,198,ブランシェＳ                            ,式　,1,680,680,                    ,2017/6/20,
83179,199,ディアスＡＫＩＨＯ                      ,式　,1,680,680,                    ,2017/6/20,
83179,200,シャンブルＭ                            ,式　,1,950,950,                    ,2017/6/20,
83179,201,シャーメゾン幸輝                        ,式　,1,1145,1145,                    ,2017/6/20,
83179,202,ボナール千且                            ,式　,1,756,756,                    ,2017/6/20,
83179,203,イマージュ浜の宮                        ,式　,1,486,486,                    ,2017/6/20,
83179,204,ヴィラ天神崎                            ,式　,1,918,918,                    ,2017/6/20,
83179,205,シャーメゾンフクイ                      ,式　,1,486,486,                    ,2017/6/20,
83179,206,アヴェンヌ太田                          ,式　,1,1102,1102,                    ,2017/6/20,
83179,207,メゾネット松島                          ,式　,1,486,486,                    ,2017/6/20,
83179,208,シャーメゾン今福                        ,式　,1,486,486,                    ,2017/6/20,
83179,209,イマージュ浜の宮Ⅱ                      ,式　,1,680,680,                    ,2017/6/20,
83179,210,ＫＹＡＲＡ　ＭＡＩＳＯＮ　Ⅱ            ,式　,1,486,486,                    ,2017/6/20,
83179,211,シャーメゾン西浜Ａ                      ,式　,1,680,680,                    ,2017/6/20,
83179,212,和歌浦ガーデンテラス                    ,式　,1,1296,1296,                    ,2017/6/20,
83179,213,シャーメゾン彩都Ａ                      ,式　,1,680,680,                    ,2017/6/20,
83179,214,シャーメゾンロイヤルヒルズⅠ            ,式　,1,486,486,                    ,2017/6/20,
83179,215,シャーメゾン下津野                      ,式　,1,1145,1145,                    ,2017/6/20,
83179,216,シャーメゾン砂山南                      ,式　,1,5800,5800,                    ,2017/6/20,
83179,217,べレオＫ                                ,式　,1,2030,2030,                    ,2017/6/20,
83179,218,べレオ太田                              ,式　,1,2030,2030,                    ,2017/6/20,
83179,219,シャーメゾンｂｒｉｌｌｉａｎｔ          ,式　,1,756,756,                    ,2017/6/20,
83179,220,べレオ新通                              ,式　,1,2030,2030,                    ,2017/6/20,
83179,221,べレオ堀止西                            ,式　,1,2030,2030,                    ,2017/6/20,
83179,222,ベレオ西浜ハーモニーガーデン            ,式　,1,3046,3046,                    ,2017/6/20,
83179,223,ヴィレッジ三年坂                        ,式　,1,4061,4061,                    ,2017/6/20,
83179,224,ベレオ園部                              ,式　,1,3046,3046,                    ,2017/6/20,
83179,225,ガーデンハイツⅡ                        ,式　,1,756,756,                    ,2017/6/20,
83179,226,コラール堀止                            ,式　,1,756,756,                    ,2017/6/20,
83179,227,シャーメゾン葵                          ,式　,1,486,486,                    ,2017/6/20,
83179,228,シャーメゾンＷＩＬＬ                    ,式　,1,756,756,                    ,2017/6/20,
83179,229,ベルデ堀口                              ,式　,1,2030,2030,                    ,2017/6/20,
83179,230,ＳｈａＭａｉｓｏｎ　ＮＡ                ,式　,1,756,756,                    ,2017/6/20,
83264,1,南玉泉院                                ,　　,      ,         ,          ,                    ,2017/6/20,
83264,2,実差動試験                              ,式　,1,10000,10000,6月20日,2017/6/20,
83229,1,ホテル　サラ・ベルナール守口店          ,　　,      ,         ,          ,                    ,2017/6/20,
83229,2,屋内消火栓設備呼水槽取替工事            ,式　,1,380000,380000,                    ,2017/6/20,
83236,1,デジタルカメラ・測量器                  ,式　,1,90000,90000,                    ,2017/6/20,
83293,1,イオン貝塚店                            ,　　,      ,         ,          ,                    ,2017/6/19,
83293,2,BAUCIS COFFEE LOUNGE　原状回復工事      ,式　,1,681300,681300,6/12・19            ,2017/6/19,
83227,1,ラピッド蛍光灯　FLR110HDA               ,本　,3,1440,4320,                    ,2017/6/19,
83233,1,グリーンヒルⅠ                          ,　　,      ,         ,          ,6月19日,2017/6/19,
83233,2,EEU（非常警報設備）                     ,台　,12,18000,216000,                    ,2017/6/19,
83233,3,取替費                                  ,台　,12,4000,48000,                    ,2017/6/19,
83233,4,光電式スポット型感知器(防排煙）         ,台　,6,12000,72000,                    ,2017/6/19,
83233,5,取替費                                  ,台　,6,3000,18000,                    ,2017/6/19,
83233,6,防火用ラッチ                            ,台　,3,13000,39000,                    ,2017/6/19,
83233,7,取替費                                  ,台　,3,3000,9000,                    ,2017/6/19,
83306,1,ローゼンラヴィ                          ,　　,      ,         ,          ,                    ,2017/6/19,
83306,2,消防設備保守点検（総合点検）            ,式　,1,30000,30000,6月19日,2017/6/19,
83307,1,御社　社屋                              ,　　,      ,         ,          ,                    ,2017/6/19,
83307,2,消防設備保守点検（総合点検）            ,式　,1,30000,30000,6月19日,2017/6/19,
83244,1,喰った楼                                ,　　,      ,         ,          ,                    ,2017/6/19,
83244,2,非常警報                                ,台　,1,16000,16000,                    ,2017/6/19,
83244,3,手続立会試験費                          ,式　,1,30000,30000,                    ,2017/6/19,
83284,1,山路ハイツ                              ,　　,      ,         ,          ,                    ,2017/6/18,
83284,2,消防設備保守点検                        ,式　,1,20000,20000,6月18日,2017/6/18,
83268,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,                    ,2017/6/17,
83268,2,連結送水管耐圧性能試験                  ,式　,1,225000,225000,6月9日,2017/6/17,
83268,3,242区画　SPヘッド取替及び調整           ,式　,1,126000,126000,6月17日,2017/6/17,
83268,4,消防設備不良箇所改修作業　1             ,式　,1,241200,241200,〃                  ,2017/6/17,
83268,5,消防設備不良箇所改修作業　2             ,式　,1,108900,108900,〃                  ,2017/6/17,
83268,6,消防設備不良箇所改修作業　3             ,式　,1,245700,245700,〃                  ,2017/6/17,
83268,7,消防設備不良箇所改修作業　4             ,式　,1,201600,201600,〃                  ,2017/6/17,
83268,8,排煙スイッチカバー　KGB-2用プレート     ,枚　,3,4050,12150,6月21日,2017/6/17,
83268,9,排煙スイッチカバー　KGB-2割ガラス       ,枚　,3,1350,4050,〃                  ,2017/6/17,
83268,10,15A用L型ゲージバルブ                    ,個　,1,6300,6300,〃                  ,2017/6/17,
83288,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,                    ,2017/6/17,
83288,2,アナログ感知器（納品）                  ,台　,1,19296,19296,6月17日,2017/6/17,
83234,1,マンション神前　201号室                 ,　　,      ,         ,          ,6月17日,2017/6/17,
83234,2,住警器(取付費込)                        ,台　,1,3000,3000,                    ,2017/6/17,
83272,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2017/6/17,
83272,2,株式会社産九（機器点検）                ,式　,1,10000,10000,6月17日,2017/6/17,
83514,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2017/6/17,
83514,2,今村病院・オリーブの木（総合点検）      ,式　,1,38000,38000,6月17日,2017/6/17,
83514,3,ほうらい苑（機器点検）                  ,式　,1,50000,50000,6月16日,2017/6/17,
83514,4,向陽病院（総合点検）                    ,式　,1,200000,200000,6/9・10             ,2017/6/17,
83297,1,西岡病院                                ,　　,      ,         ,          ,                    ,2017/6/17,
83297,2,感知器移設工事                          ,式　,1,20000,20000,6月17日,2017/6/17,
83250,1,イオン五條店　感知器移設2箇所           ,　　,      ,         ,          ,                    ,2017/6/16,
83250,2,取付工事費                              ,式　,1,20000,20000,6月16日,2017/6/16,
83211,1,市小路一戸建（東）                      ,　　,      ,         ,          ,6月15日,2017/6/15,
83211,2,住警器(取付費込)                        ,台　,1,3000,3000,                    ,2017/6/15,
83212,1,四番丁ハイム                            ,　　,      ,         ,          ,6月15日,2017/6/15,
83212,2,消火器10型                              ,本　,4,5700,22800,                    ,2017/6/15,
83212,3,消火器処分費                            ,本　,4,1000,4000,                    ,2017/6/15,
83177,1,ローソン太融寺町西店                    ,　　,      ,         ,          ,                    ,2017/6/15,
83177,2,電気設備工事                            ,式　,1,4000000,4000000,                    ,2017/6/15,
83270,1,よってって貴志川店・Ｃａｎ★Ｄｏ        ,　　,      ,         ,          ,                    ,2017/6/15,
83270,2,消防設備保守点検（総合・防火対象物点検）,式　,1,35000,35000,6月15日,2017/6/15,
83303,1,りんくうプレミアムアウトレット          ,　　,      ,         ,          ,                    ,2017/6/14,
83303,2,6330区　原状復旧工事                    ,式　,1,70000,70000,6月14日,2017/6/14,
83209,1,木もれ日館　203号室                     ,　　,      ,         ,          ,6月14日,2017/6/14,
83209,2,住警器(取付費込)                        ,台　,2,3000,6000,                    ,2017/6/14,
83210,1,セレーナきい　402号室                   ,　　,      ,         ,          ,6月14日,2017/6/14,
83210,2,住警器(取付費込)                        ,台　,3,3000,9000,                    ,2017/6/14,
83479,1,消防設備保守点検（総合点検）            ,式　,1,30000,30000,6/14～20            ,2017/6/14,
83178,1,引込開閉器盤　W-1                       ,面　,1,143000,143000,                    ,2017/6/14,
83213,1,アパマンショップ様自動販売機電源工事    ,式　,1,31000,31000,6月8日,2017/6/14,
83213,2,和歌山市冬野自動販売機電源設備工事      ,式　,1,35000,35000,6月14日,2017/6/14,
83304,1,消防設備保守点検（総合点検）            ,式　,1,80000,80000,6月14日,2017/6/14,
83240,1,三菱電機　6工場　4階                    ,　　,      ,         ,          ,                    ,2017/6/13,
83240,2,消防設備工事                            ,式　,1,800000,800000,4/18～5/31          ,2017/6/13,
83241,1,見積番号：169                           ,　　,      ,         ,          ,                    ,2017/6/13,
83241,2,三菱電機㈱冷熱システム製作所            ,　　,      ,         ,          ,                    ,2017/6/13,
83241,3,１Ｋ工場落雷による非常放送取替工事      ,式　,1,480000,480000,6月13日,2017/6/13,
83278,1,松原化成株式会社                        ,　　,      ,         ,          ,                    ,2017/6/13,
83278,2,パッケージ消火設備工事                  ,式　,1,216000,216000,5/27～6/13          ,2017/6/13,
83218,1,パルビル　電球交換                      ,　　,      ,         ,          ,                    ,2017/6/12,
83218,2,6月12日,　　,      ,         ,          ,                    ,2017/6/12,
83218,3,外部　ハイビーム球                      ,個　,1,1980,1980,                    ,2017/6/12,
83218,4,２階　廊下　ＦＬ２０ＳＳ                ,本　,1,340,340,                    ,2017/6/12,
83218,5,取替費                                  ,式　,1,2000,2000,                    ,2017/6/12,
83299,1,みかん街道拠点整備構想ＰＪ              ,　　,      ,         ,          ,                    ,2017/6/12,
83299,2,消防設備工事                            ,式　,1,354500,354500,5/25～6/12          ,2017/6/12,
83224,1,木田ビル　消防設備保守点検(総合点検)    ,式　,1,15000,15000,6月12日,2017/6/12,
83255,1,消防設備保守点検（総合・防火対象物）    ,式　,1,47000,47000,6月12日,2017/6/12,
83214,1,エアコン取替工事                        ,式　,1,80000,80000,6月12日,2017/6/12,
83309,1,よってって吉備店                        ,　　,      ,         ,          ,                    ,2017/6/12,
83309,2,消防設備保守点検（総合点検）            ,式　,1,30000,30000,6月12日,2017/6/12,
83195,1,うぐいすの家　206号室                   ,　　,      ,         ,          ,6月10日,2017/6/10,
83195,2,住警器(取付費込)                        ,台　,1,3000,3000,                    ,2017/6/10,
83257,1,消防設備保守点検（総合点検）            ,式　,1,37000,37000,6月9日,2017/6/9,
83258,1,上山病院                                ,　　,      ,         ,          ,                    ,2017/6/9,
83258,2,消防手続立会試験費                      ,式　,1,50000,50000,6月9日,2017/6/9,
83604,1,カメラ用ＬＡＮケーブル配線及び修理      ,式　,1,70000,70000,5/11～7/27          ,2017/6/8,
83604,2,インターホン取替工事                    ,式　,1,30000,30000,7月27日,2017/6/8,
83249,1,ガス漏れ警報器取替工事                  ,　　,      ,         ,          ,                    ,2017/6/8,
83249,2,ガス漏れ感知器　SH13933（取替費込）     ,台　,32,8200,262400,5/13～6/8           ,2017/6/8,
83313,1,123ライト春木駅前店                     ,　　,      ,         ,          ,                    ,2017/6/8,
83313,2,シャッター工事立会い                    ,式　,1,15000,15000,6月8日,2017/6/8,
83292,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,                    ,2017/6/7,
83292,2,モーリーファンタジー                    ,　　,      ,         ,          ,                    ,2017/6/7,
83292,3,消防設備改修Ｂ工事                      ,式　,1,81900,81900,5/29～6/7           ,2017/6/7,
83292,4,カットリレー移設工事                    ,式　,1,80100,80100,6月7日,2017/6/7,
83248,1,消防設備保守点検（総合点検）            ,式　,1,30000,30000,6月7日,2017/6/7,
83189,1,和歌山プラザビル　2階ＹＫＫＡＰ         ,　　,      ,         ,          ,                    ,2017/6/7,
83189,2,自動火災報知設備工事                    ,式　,1,70000,70000,5/26～6/7           ,2017/6/7,
83256,1,消防設備保守点検（総合・防火対象物点検）,式　,1,47000,47000,6月7日,2017/6/7,
83238,1,紀北工業高校                            ,　　,      ,         ,          ,                    ,2017/6/7,
83238,2,受信機バッテリー取替工事                ,式　,1,40000,40000,6月7日,2017/6/7,
83261,1,おかし工房　桜和                        ,　　,      ,         ,          ,                    ,2017/6/7,
83261,2,消防説易保守点検に伴う修理              ,式　,1,32600,32600,6月7日,2017/6/7,
83262,1,ぱん工房　かたつむり                    ,　　,      ,         ,          ,                    ,2017/6/7,
83262,2,消防設備保守点検に伴う修理              ,式　,1,34200,34200,6月7日,2017/6/7,
83220,1,陶彩館　りんくうショールーム様分        ,　　,      ,         ,          ,                    ,2017/6/7,
83220,2,粉末ABC消火器10型                       ,本　,2,4000,8000,5月23日,2017/6/7,
83220,3,消火器使用法                            ,枚　,2,300,600,〃                  ,2017/6/7,
83220,4,消火器処分費                            ,本　,6,1000,6000,〃                  ,2017/6/7,
83220,5,消火器処分費                            ,本　,1,1000,1000,6月7日,2017/6/7,
83239,1,社員休憩室 ガス漏れ警報器取替           ,　　,      ,         ,          ,                    ,2017/6/7,
83239,2,都市ガス用1台（取替費込み）             ,台　,1,12000,12000,6月7日,2017/6/7,
83274,1,消防設備保守点検                        ,式　,1,20000,20000,6月7日,2017/6/7,
83215,1,キングライン　低温棟                    ,　　,      ,         ,          ,                    ,2017/6/6,
83215,2,10型消火器                              ,本　,2,4000,8000,                    ,2017/6/6,
83215,3,消火器設置台                            ,台　,2,1000,2000,                    ,2017/6/6,
83277,1,123はりまや橋店                         ,　　,      ,         ,          ,                    ,2017/6/6,
83277,2,消防設備保守点検に伴う修理              ,式　,1,85000,85000,6月6日,2017/6/6,
83259,1,よってって橋本隅田店                    ,　　,      ,         ,          ,                    ,2017/6/5,
83259,2,消防設備保守点検後改修工事              ,式　,1,200000,200000,6月5日,2017/6/5,
83207,1,メゾンドモワ　3-1                       ,　　,      ,         ,          ,6月3日,2017/6/3,
83207,2,住警器(取付費込)                        ,台　,2,3700,7400,                    ,2017/6/3,
83208,1,プラザレヨン                            ,　　,      ,         ,          ,6月3日,2017/6/3,
83208,2,消防設備保守点検に伴う修理              ,式　,1,127180,127180,                    ,2017/6/3,
83276,1,ホームズ神戸西店                        ,　　,      ,         ,          ,                    ,2017/6/3,
83276,2,非常照明増設及びバッテリー取替          ,式　,1,1250000,1250000,4/20～6/3           ,2017/6/3,
83276,3,追加工事                                ,式　,1,173000,173000,6月3日,2017/6/3,
83291,1,ホームズ神戸西店にて引取分              ,　　,      ,         ,          ,                    ,2017/6/3,
83291,2,消火器10型　処分費                      ,本　,3,700,2100,6月3日,2017/6/3,
83188,1,EER　非常警報装置　露出                 ,台　,3,13320,39960,6月2日,2017/6/2,
83185,1,谷内クリニック                          ,　　,      ,         ,          ,                    ,2017/6/2,
83185,2,消防設備保守点検（総合点検）            ,式　,1,25000,25000,6月2日,2017/6/2,
83184,1,ＪＡならけん牧野農産物直売所            ,　　,      ,         ,          ,                    ,2017/6/2,
83184,2,消防設備保守点検（総合点検）            ,式　,1,10000,10000,6月2日,2017/6/2,
83194,1,消火器取替（2本）                       ,式　,1,13000,13000,6月2日,2017/6/2,
83172,1,シリンダーカバー                        ,個　,10,2900,29000,                    ,2017/6/2,
83314,1,123岡崎店                               ,　　,      ,         ,          ,                    ,2017/6/2,
83314,2,カウンター用水石鹸入れ取替              ,式　,1,28000,28000,6月2日,2017/6/2,
83756,1,マスターズゴルフガーデン                ,　　,      ,         ,          ,                    ,2017/6/1,
83756,2,断線調査（12:30～19:30）                ,式　,1,20000,20000,6月1日,2017/6/1,
83204,1,ヴェルセンチュリー　301号室             ,　　,      ,         ,          ,5月31日,2017/5/31,
83204,2,消火器４型                              ,本　,1,4500,4500,                    ,2017/5/31,
83204,3,消火器処分費                            ,本　,1,1000,1000,                    ,2017/5/31,
83205,1,うぐいすの家　305号室                   ,　　,      ,         ,          ,5月31日,2017/5/31,
83205,2,住警器(取付費込)                        ,台　,1,3700,3700,                    ,2017/5/31,
83170,1,(仮称)喜連東4丁目デイサービス新築工事   ,　　,      ,         ,          ,                    ,2017/5/31,
83170,2,粉末ABC消火器10型                       ,本　,3,4000,12000,                    ,2017/5/31,
83170,3,消火器設置台                            ,台　,3,1000,3000,                    ,2017/5/31,
83170,4,書類作成及び立会試験費                  ,式　,1,50000,50000,                    ,2017/5/31,
83273,1,和綿ビル　様                            ,　　,      ,         ,          ,                    ,2017/5/31,
83273,2,誘導灯取替工事                          ,式　,1,380000,380000,5月31日,2017/5/31,
83486,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2017/5/31,
83486,2,本館（総合点検）                        ,式　,1,60000,60000,5月31日,2017/5/31,
83486,3,別館（総合点検）                        ,式　,1,50000,50000,〃                  ,2017/5/31,
83138,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2017/5/31,
83138,2,123五社店（機器点検）                   ,式　,1,60000,60000,4月6日,2017/5/31,
83138,3,123+Ｎはりまや橋店（総合点検）          ,式　,1,225000,225000,4/18・19            ,2017/5/31,
83138,4,スロット123八尾店（機器点検）           ,式　,1,65000,65000,4月27日,2017/5/31,
83138,5,ｻｰﾋﾞｽ付高齢者住宅冨士桜（総合点検）     ,式　,1,75000,75000,5月17日,2017/5/31,
83138,6,123初島店（総合点検）                   ,式　,1,38000,38000,5月24日,2017/5/31,
83138,7,すみれ保育園（総合点検）                ,式　,1,40000,40000,5月27日,2017/5/31,
83156,1,NESTA RESORT KOBE                       ,　　,      ,         ,          ,                    ,2017/5/31,
83156,2,延羽の湯　消火設備（追加工事）          ,式　,1,1500000,1500000,                    ,2017/5/31,
83156,3,お花畑オープン後追加工事                ,式　,1,450000,450000,                    ,2017/5/31,
83156,4,アスレチック　放送設備工事              ,式　,1,350000,350000,                    ,2017/5/31,
83156,5,追加工事                                ,式　,1,700000,700000,                    ,2017/5/31,
83156,6,延羽の湯　追加工事①                    ,式　,1,450000,450000,                    ,2017/5/31,
83156,7,新ホテル　追加工事①                    ,式　,1,100000,100000,                    ,2017/5/31,
83156,8,新ホテル　追加工事②                    ,式　,1,150000,150000,                    ,2017/5/31,
83175,1,消防設備保守点検（総合）                ,式　,1,5000,5000,5月30日,2017/5/30,
83169,1,三菱電機　矢田工場                      ,　　,      ,         ,          ,                    ,2017/5/30,
83169,2,感知器増設                              ,式　,1,30000,30000,5月30日,2017/5/30,
83149,1,りんくプレミアムアウトレット            ,　　,      ,         ,          ,                    ,2017/5/29,
83149,2,1820区                                  ,　　,      ,         ,          ,                    ,2017/5/29,
83149,3,粉末ABC消火器10型（設置台共）           ,本　,1,5500,5500,5月29日,2017/5/29,
83149,4,消火器設置試験結果作成費                ,式　,1,10000,10000,                    ,2017/5/29,
83137,1,フレグランス大宮                        ,　　,      ,         ,          ,                    ,2017/5/29,
83137,2,消火器４号取替工事                      ,式　,1,44000,44000,5/29完了            ,2017/5/29,
83247,1,消防設備保守点検（総合点検）            ,式　,1,45000,45000,5月29日,2017/5/29,
83160,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2017/5/29,
83160,2,かつらぎ町立四邑公民館（機器点検）      ,式　,1,15000,15000,5月22日,2017/5/29,
83160,3,四郷地域交流センター（総合点検）        ,式　,1,20000,20000,5月22日,2017/5/29,
83160,4,笠田東児童館（総合点検）                ,式　,1,8000,8000,5月22日,2017/5/29,
83160,5,〃　　　（防火対象物点検）              ,式　,1,18000,18000,〃                  ,2017/5/29,
83160,6,笠田公民館佐野分館（総合点検）          ,式　,1,9000,9000,5月22日,2017/5/29,
83160,7,〃　　　（防火対象物点検）              ,式　,1,20000,20000,〃                  ,2017/5/29,
83160,8,和歌山日産自動車㈱有田店（機器点検）    ,式　,1,7500,7500,5月23日,2017/5/29,
83160,9,㈱AGARA食品製造工場（総合点検）         ,式　,1,20000,20000,5月29日,2017/5/29,
83246,1,ケアセンター虹                          ,　　,      ,         ,          ,                    ,2017/5/29,
83246,2,消防設備保守点検（総合点検）            ,式　,1,20000,20000,5月29日,2017/5/29,
83267,1,プリマード東岸和田                      ,　　,      ,         ,          ,                    ,2017/5/27,
83267,2,消防設備保守点検（総合点検）            ,式　,1,160000,160000,5/26・27            ,2017/5/27,
83190,1,医療法人久生会　山本クリニック          ,　　,      ,         ,          ,                    ,2017/5/27,
83190,2,消防設備保守点検に伴う修理              ,式　,1,67000,67000,5月27日,2017/5/27,
83153,1,スズキ自販和歌山㈱                      ,　　,      ,         ,          ,                    ,2017/5/27,
83153,2,消火器取替（7本）                       ,式　,1,38500,38500,5月27日,2017/5/27,
83146,1,ライオンズマンション塩屋                ,　　,      ,         ,          ,                    ,2017/5/26,
83146,2,連結送水管耐圧性能試験                  ,式　,1,70000,70000,5月26日,2017/5/26,
83147,1,ライオンズマンション関戸                ,　　,      ,         ,          ,                    ,2017/5/26,
83147,2,避難ハッチ取替工事                      ,式　,1,1950000,1950000,5/13～26            ,2017/5/26,
83202,1,グリーンフル中島　201号室               ,　　,      ,         ,          ,5月26日,2017/5/26,
83202,2,住警器(取付費込)                        ,台　,2,3700,7400,                    ,2017/5/26,
83206,1,ひらたパークハイツ　506号室             ,　　,      ,         ,          ,5月26日,2017/5/26,
83206,2,住警器(取付費込)                        ,台　,3,3700,11100,                    ,2017/5/26,
83243,1,某居宅配線工事                          ,式　,1,50000,50000,5/22・23            ,2017/5/26,
83141,1,123塩屋店                               ,　　,      ,         ,          ,                    ,2017/5/26,
83141,2,消防設備保守点検後不備改修工事          ,式　,1,310000,310000,5/2・26             ,2017/5/26,
83251,1,赤坂台　現場                            ,　　,      ,         ,          ,                    ,2017/5/26,
83251,2,防水コンセント増設工事                  ,式　,1,15000,15000,5月26日,2017/5/26,
83269,1,和歌山合同庁舎　土工事                  ,　　,      ,         ,          ,                    ,2017/5/26,
83269,2,5月25日,人工,1,23000,23000,                    ,2017/5/26,
83269,3,5月26日,人工,1,23000,23000,                    ,2017/5/26,
83269,4,バックホウ（運搬・燃料費込）            ,日　,2,16100,32200,                    ,2017/5/26,
83269,5,山砂　2t                                ,式　,1,62700,62700,                    ,2017/5/26,
83269,6,諸経費                                  ,式　,1,7100,7100,                    ,2017/5/26,
83200,1,グリーンヒルⅠ　410号室                 ,　　,      ,         ,          ,5月25日,2017/5/25,
83200,2,住警器(取付費込)                        ,台　,3,3700,11100,                    ,2017/5/25,
83201,1,アヴァンセ黒田                          ,　　,      ,         ,          ,5月25日,2017/5/25,
83201,2,非常警報器具　本体                      ,台　,3,23000,69000,                    ,2017/5/25,
83201,3,取付費                                  ,式　,1,24000,24000,                    ,2017/5/25,
83201,4,出張費                                  ,式　,1,1500,1500,                    ,2017/5/25,
83203,1,ひらたパークハイツ　207号室             ,　　,      ,         ,          ,5月25日,2017/5/25,
83203,2,住警器(取付費込)                        ,台　,3,3700,11100,                    ,2017/5/25,
83332,1,ヨーロピアン六十谷                      ,　　,      ,         ,          ,                    ,2017/5/25,
83332,2,消防設備保守点検（総合点検）            ,式　,1,30000,30000,5月25日,2017/5/25,
83275,1,消防設備保守点検（総合点検）            ,式　,1,40000,40000,5月25日,2017/5/25,
83180,1,御社社屋・吐前タイヤリサイクルセンター  ,　　,      ,         ,          ,                    ,2017/5/25,
83180,2,消防設備保守点検（総合点検）            ,式　,1,30000,30000,5月25日,2017/5/25,
83237,1,ダイヤモンドプラザ「ミニオン」電球交換  ,　　,      ,         ,          ,                    ,2017/5/24,
83237,2,5月24日,　　,      ,         ,          ,                    ,2017/5/24,
83237,3,看板灯　ハロゲン球                      ,個　,1,1600,1600,                    ,2017/5/24,
83237,4,取替費                                  ,式　,1,1000,1000,                    ,2017/5/24,
83152,1,パルビルうなぎや換気扇取替              ,式　,1,18000,18000,                    ,2017/5/23,
83217,1,(仮称)きのくに農業村作業所新築工事      ,　　,      ,         ,          ,                    ,2017/5/23,
83217,2,粉末ABC消火器10型                       ,本　,2,3800,7600,                    ,2017/5/23,
83217,3,消火器設置台                            ,台　,1,1000,1000,                    ,2017/5/23,
83217,4,消火器BOX                               ,台　,1,3000,3000,                    ,2017/5/23,
83217,5,使用開始届作成費                        ,式　,1,15000,15000,                    ,2017/5/23,
83242,1,桝忠銘木店工場新築工事                  ,　　,      ,         ,          ,                    ,2017/5/23,
83242,2,消防設備工事                            ,式　,1,450000,450000,4/24～5/23          ,2017/5/23,
83183,1,ごりょうの郷                            ,　　,      ,         ,          ,                    ,2017/5/23,
83183,2,消防設備保守点検（防火対象物点検）      ,式　,1,35000,35000,5月23日,2017/5/23,
83216,1,有本ハイツ                              ,　　,      ,         ,          ,                    ,2017/5/23,
83216,2,10型消火器                              ,本　,2,4000,8000,                    ,2017/5/23,
83216,3,消火器設置台                            ,台　,2,1000,2000,                    ,2017/5/23,
83216,4,消防手続立会試験費                      ,式　,1,30000,30000,                    ,2017/5/23,
83359,1,ユーフーズ㈱                            ,　　,      ,         ,          ,                    ,2017/5/23,
83359,2,断線調査及び修理                        ,式　,1,30000,30000,                    ,2017/5/23,
83310,1,消防設備保守点検（総合点検）            ,式　,1,30000,30000,5月23日,2017/5/23,
83197,1,セレーナきい　503号室                   ,　　,      ,         ,          ,5月22日,2017/5/22,
83197,2,住警器(取付費込)                        ,台　,2,3700,7400,                    ,2017/5/22,
83230,1,ハイツ山本Ⅰ・Ⅱ　Ⅱ-202号室　居室Ａ    ,　　,      ,         ,          ,5月22日,2017/5/22,
83230,2,住警器(取付費込)                        ,台　,1,3700,3700,                    ,2017/5/22,
83123,1,調整設定費                              ,式　,1,38000,38000,                    ,2017/5/22,
83283,1,イオンモール日根野店・ジョーシン日根野  ,　　,      ,         ,          ,                    ,2017/5/21,
83283,2,消防設備保守点検（総合点検）            ,式　,1,700000,700000,5/15～21            ,2017/5/21,
83198,1,マンション神前　303号室                 ,　　,      ,         ,          ,5月21日,2017/5/21,
